zipcode,type,count
10465,"Bottled beverages, including water, sodas, juices, etc.",1
10465,Caf̩/Coffee/Tea,29
10465,Chicken,2
10465,Chinese,48
10465,Delicatessen,16
10465,Donuts,19
10465,Hamburgers,7
10465,"Ice Cream, Gelato, Yogurt, Ices",19
10465,Irish,7
10465,Italian,13
10465,Japanese,23
10465,"Juice, Smoothies, Fruit Salads",6
10465,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9
10465,Mexican,18
10465,Pizza,65
10465,Pizza/Italian,1
10465,Sandwiches,4
10465,Seafood,12
10465,Soul Food,8
10465,Spanish,3
10465,Tex-Mex,4
10466,American,63
10466,Bakery,14
10466,Caribbean,265
10466,Chicken,22
10466,Chinese,110
10466,Donuts,20
10466,Hamburgers,38
10466,Hawaiian,16
10466,"Ice Cream, Gelato, Yogurt, Ices",16
10466,"Juice, Smoothies, Fruit Salads",11
10466,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",23
10466,Pizza,37
10466,Pizza/Italian,24
10466,Sandwiches,5
10466,Sandwiches/Salads/Mixed Buffet,9
10466,Soul Food,3
10466,Spanish,18
10467,African,14
10467,American,112
10467,Bakery,26
10467,Bangladeshi,5
10467,Caf̩/Coffee/Tea,12
10467,Caribbean,130
10467,Chicken,35
10467,Chinese,205
10467,Creole/Cajun,7
10467,Delicatessen,12
10467,Donuts,44
10467,Hamburgers,35
10467,Indian,27
10467,"Juice, Smoothies, Fruit Salads",17
10467,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",103
10467,Mexican,64
10467,Pancakes/Waffles,17
10467,Pizza,123
10467,Pizza/Italian,36
10467,Sandwiches,32
10467,Seafood,3
10467,Spanish,81
10467,Tex-Mex,11
10468,African,8
10468,American,110
10468,Asian,12
10468,Bakery,67
10468,Barbecue,13
10468,Caf̩/Coffee/Tea,7
10468,Chicken,43
10468,Chinese,95
10468,Delicatessen,8
10468,Donuts,47
10468,Greek,15
10468,Hamburgers,19
10468,Irish,13
10468,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",128
10468,Mexican,115
10468,Pizza,38
10468,Pizza/Italian,12
10468,Sandwiches,8
10468,Spanish,48
10469,African,15
10469,American,100
10469,Bakery,15
10469,Caf̩/Coffee/Tea,9
10469,Caribbean,222
10469,Chicken,24
10469,Chinese,91
10469,Delicatessen,24
10469,Donuts,30
10469,Eastern European,3
10469,Hamburgers,19
10469,Italian,9
10469,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7
10469,Pakistani,4
10469,Pizza,88
10469,Pizza/Italian,9
10469,Sandwiches,5
10469,Spanish,13
10470,American,63
10470,Bakery,10
10470,"Bottled beverages, including water, sodas, juices, etc.",5
10470,Caribbean,55
10470,Chicken,7
10470,Chinese,25
10470,Donuts,16
10470,Hamburgers,6
10470,Indian,2
10470,Irish,49
10470,Italian,23
10470,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3
10470,Other,3
10470,Pizza,53
10470,Spanish,3
10471,American,124
10471,Barbecue,11
10471,Chinese,23
10471,Donuts,7
10471,Hamburgers,11
10471,Italian,15
10471,Japanese,29
10471,Jewish/Kosher,43
10471,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18
10471,Mexican,12
10471,Pizza,33
10471,Pizza/Italian,29
10471,Sandwiches,7
10471,Spanish,2
10471,Steak,30
10472,African,12
10472,American,67
10472,Bakery,35
10472,Bangladeshi,12
10472,"Bottled beverages, including water, sodas, juices, etc.",7
10472,Caf̩/Coffee/Tea,3
10472,Caribbean,10
10472,Chicken,28
10472,Chinese,134
10472,Chinese/Cuban,5
10472,Donuts,21
10472,Hamburgers,31
10472,"Juice, Smoothies, Fruit Salads",25
10472,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",163
10472,Mexican,76
10472,Other,4
10472,Pancakes/Waffles,7
10472,Pizza,93
10472,Soul Food,16
10472,Spanish,80
10473,American,34
10473,Chicken,19
10473,Chinese,60
10473,Donuts,6
10473,Hamburgers,13
10473,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9
10473,Pizza,12
10473,Pizza/Italian,11
10473,Sandwiches,5
10473,Sandwiches/Salads/Mixed Buffet,3
10473,Seafood,1
10473,Spanish,32
10474,American,81
10474,Caf̩/Coffee/Tea,17
10474,Chinese,26
10474,Delicatessen,8
10474,Donuts,6
10474,Hamburgers,7
10474,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",46
10474,Mexican,6
10474,Other,9
10474,Pizza,15
10474,Pizza/Italian,9
10474,Spanish,44
10475,American,97
10475,Bagels/Pretzels,9
10475,Bakery,9
10475,Caf̩/Coffee/Tea,11
10475,Caribbean,17
10475,Chicken,42
10475,Chinese,54
10475,Delicatessen,19
10475,Donuts,23
10475,Hamburgers,8
10475,Hotdogs,3
10475,"Ice Cream, Gelato, Yogurt, Ices",5
10475,Italian,15
10475,Japanese,7
10475,"Juice, Smoothies, Fruit Salads",2
10475,Mediterranean,2
10475,Mexican,2
10475,Pancakes/Waffles,7
10475,Pizza,20
10475,Pizza/Italian,5
10475,Sandwiches,9
10475,Sandwiches/Salads/Mixed Buffet,9
10475,Seafood,10
10475,Steak,6
10475,Tex-Mex,11
10475,Thai,10
11001,American,7
11001,Pizza/Italian,10
11004,Afghan,5
11004,American,4
11004,Bagels/Pretzels,5
11004,Caf̩/Coffee/Tea,8
11004,Chicken,6
11004,Chinese,27
11004,Donuts,19
11004,Hamburgers,15
11004,"Ice Cream, Gelato, Yogurt, Ices",19
11004,Indian,84
11004,Mediterranean,5
11004,Pizza,18
11004,Sandwiches,3
11004,Tex-Mex,12
11004,Vegetarian,9
11005,American,8
11005,Continental,19
11040,American,52
11040,Asian,3
11040,Chinese,28
11040,Indian,18
11040,Italian,14
11040,Other,7
11040,Pizza,11
11040,Sandwiches/Salads/Mixed Buffet,12
11040,Spanish,3
11101,American,782
11101,Armenian,26
11101,Asian,23
11101,Bagels/Pretzels,13
11101,Bakery,16
11101,Brazilian,24
11101,Caf̩/Coffee/Tea,104
11101,Caribbean,20
11101,Chicken,16
11101,Chinese,76
11101,Chinese/Japanese,11
11101,Continental,22
11101,Delicatessen,148
11101,Donuts,43
11101,Eastern European,31
11101,Egyptian,4
11101,French,40
11101,Greek,5
11101,Hamburgers,30
11101,"Ice Cream, Gelato, Yogurt, Ices",5
11101,Indian,22
11101,Irish,14
11101,Italian,75
11101,Japanese,49
11101,Jewish/Kosher,9
11101,"Juice, Smoothies, Fruit Salads",6
11101,Korean,3
11101,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",111
11101,Mediterranean,16
11101,Mexican,56
11101,Middle Eastern,4
11101,Other,1
11101,Peruvian,22
11101,Pizza,56
11101,Sandwiches,44
11101,Sandwiches/Salads/Mixed Buffet,27
11101,Seafood,2
11101,Spanish,88
11101,Thai,24
11101,Vietnamese/Cambodian/Malaysia,9
11102,American,144
11102,Asian,10
11102,Bagels/Pretzels,12
11102,Bakery,11
11102,Bangladeshi,11
11102,Caf̩/Coffee/Tea,29
11102,Chinese,34
11102,Czech,11
11102,Delicatessen,17
11102,Donuts,14
11102,Eastern European,8
11102,Greek,51
11102,Hamburgers,17
11102,"Ice Cream, Gelato, Yogurt, Ices",10
11102,Indian,13
11102,Irish,8
11102,Italian,16
11102,"Juice, Smoothies, Fruit Salads",10
11102,Mediterranean,16
11102,Mexican,24
11102,Other,10
11102,Pakistani,20
11102,Peruvian,9
11102,Pizza,66
11102,Pizza/Italian,11
11102,Sandwiches,18
11102,Seafood,8
11102,Spanish,20
11103,Afghan,6
11103,American,324
11103,Armenian,18
11103,Asian,5
11103,Bagels/Pretzels,15
11103,Bakery,33
11103,Barbecue,12
11103,"Bottled beverages, including water, sodas, juices, etc.",12
11103,Brazilian,14
11103,Caf̩/Coffee/Tea,129
11103,Cajun,9
11103,Chicken,41
11103,Chilean,8
11103,Chinese,43
11103,Continental,6
11103,Delicatessen,19
11103,Donuts,24
11103,Eastern European,7
11103,Egyptian,24
11103,German,12
11103,Greek,78
11103,Hamburgers,19
11103,Hawaiian,2
11103,"Ice Cream, Gelato, Yogurt, Ices",10
11103,Indian,31
11103,Irish,27
11103,Italian,40
11103,Japanese,55
11103,"Juice, Smoothies, Fruit Salads",22
11103,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",67
11103,Mediterranean,69
11103,Mexican,53
11103,Middle Eastern,61
11103,Moroccan,13
11103,Other,2
11103,Peruvian,5
11103,Pizza,85
11103,Pizza/Italian,27
11103,Sandwiches,10
11103,Seafood,22
11103,Spanish,31
11103,Steak,2
11103,Tex-Mex,13
11103,Thai,23
11103,Vegetarian,8
11103,Vietnamese/Cambodian/Malaysia,2
11104,American,196
11104,Armenian,15
11104,Asian,26
11104,Bagels/Pretzels,6
11104,Bakery,25
11104,Bangladeshi,5
11104,"Bottled beverages, including water, sodas, juices, etc.",13
11104,Caf̩/Coffee/Tea,16
11104,Chinese,55
11104,Donuts,20
11104,Eastern European,20
11104,Hamburgers,19
11104,"Ice Cream, Gelato, Yogurt, Ices",6
11104,Indian,3
11104,Irish,32
11104,Italian,35
11104,Japanese,26
11104,"Juice, Smoothies, Fruit Salads",8
11104,Korean,19
11104,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",86
11104,Mexican,24
11104,Not Listed/Not Applicable,9
11104,Peruvian,21
11104,Pizza,41
11104,Pizza/Italian,19
11104,Sandwiches,19
11104,Sandwiches/Salads/Mixed Buffet,4
11104,Spanish,25
11104,Thai,28
11104,Turkish,20
11105,Afghan,10
11105,American,187
11105,Asian,7
11105,Australian,13
11105,Bagels/Pretzels,19
11105,Bakery,45
11105,Brazilian,3
11105,Caf̩/Coffee/Tea,36
11105,Chicken,15
11105,Chinese,58
11105,Chinese/Japanese,4
11105,Creole/Cajun,10
11105,Czech,8
11105,Delicatessen,30
11105,Donuts,19
11105,French,4
11105,Greek,127
11105,Hamburgers,18
11105,Hotdogs,6
11105,"Ice Cream, Gelato, Yogurt, Ices",14
11105,Indian,5
11105,Irish,22
11105,Italian,51
11105,Japanese,68
11105,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",16
11105,Mediterranean,10
11105,Mexican,15
11105,Middle Eastern,38
11105,Other,6
11105,Peruvian,2
11105,Pizza,53
11105,Pizza/Italian,16
11105,Salads,7
11105,Sandwiches,11
11105,Sandwiches/Salads/Mixed Buffet,4
11105,Seafood,15
11105,Southwestern,16
11105,Spanish,8
11105,Steak,6
11105,Tex-Mex,14
11105,Thai,25
11105,Turkish,6
11106,Afghan,4
11106,American,195
11106,Armenian,9
11106,Asian,3
11106,Bagels/Pretzels,17
11106,Bakery,52
11106,Bangladeshi,11
11106,Barbecue,9
11106,Brazilian,6
11106,Caf̩/Coffee/Tea,30
11106,Caribbean,11
11106,Chicken,30
11106,Chinese,124
11106,Continental,15
11106,Delicatessen,27
11106,Donuts,29
11106,English,9
11106,French,16
11106,Greek,54
11106,Hamburgers,29
11106,Hawaiian,1
11106,"Ice Cream, Gelato, Yogurt, Ices",13
11106,Indian,16
11106,Irish,27
11106,Italian,69
11106,Japanese,41
11106,"Juice, Smoothies, Fruit Salads",5
11106,Korean,7
11106,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",76
11106,Mediterranean,19
11106,Mexican,82
11106,Other,2
11106,Pizza,56
11106,Pizza/Italian,37
11106,Russian,2
11106,Sandwiches,21
11106,Spanish,53
11106,Tex-Mex,7
11106,Thai,63
11109,American,16
11109,Caf̩/Coffee/Tea,12
11109,Chinese,12
11109,Italian,4
11109,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",19
11201,African,15
11201,American,912
11201,Asian,67
11201,Bagels/Pretzels,47
11201,Bakery,33
11201,Barbecue,24
11201,Caf̩/Coffee/Tea,186
11201,Cajun,7
11201,Caribbean,9
11201,Chicken,35
11201,Chinese,141
11201,Chinese/Japanese,14
11201,Continental,6
11201,Delicatessen,20
11201,Donuts,21
11201,Eastern European,10
11201,English,10
11201,Ethiopian,10
11201,French,53
11201,Greek,15
11201,Hamburgers,67
11201,Hotdogs,15
11201,"Ice Cream, Gelato, Yogurt, Ices",24
11201,Indian,25
11201,Italian,170
11201,Japanese,134
11201,"Juice, Smoothies, Fruit Salads",34
11201,Korean,20
11201,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",51
11201,Mediterranean,11
11201,Mexican,97
11201,Middle Eastern,80
11201,Other,16
11201,Pakistani,1
11201,Pizza,128
11201,Pizza/Italian,69
11201,Polish,2
11201,Salads,4
11201,Sandwiches,54
11201,Sandwiches/Salads/Mixed Buffet,43
11201,Seafood,2
11201,Soul Food,26
11201,Soups & Sandwiches,19
11201,Spanish,46
11201,Tapas,1
11201,Tex-Mex,32
11201,Thai,93
11201,Turkish,1
11201,Vegetarian,20
11201,Vietnamese/Cambodian/Malaysia,8
11203,African,18
11203,American,109
11203,Bakery,25
11203,Caf̩/Coffee/Tea,16
11203,Caribbean,550
11203,Chicken,53
11203,Chinese,123
11203,Creole,29
11203,Donuts,24
11203,Hamburgers,64
11203,"Juice, Smoothies, Fruit Salads",15
11203,Other,8
11203,Pizza,20
11203,Sandwiches,12
11203,Seafood,14
11203,Spanish,4
11203,Tex-Mex,24
11203,Vegetarian,29
11204,American,43
11204,Bakery,197
11204,Caf̩/Coffee/Tea,61
11204,Chinese,233
11204,Chinese/Japanese,5
11204,Donuts,26
11204,Eastern European,5
11204,Hamburgers,5
11204,"Ice Cream, Gelato, Yogurt, Ices",24
11204,Italian,40
11204,Japanese,75
11204,Jewish/Kosher,142
11204,"Juice, Smoothies, Fruit Salads",5
11204,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11
11204,Mediterranean,22
11204,Mexican,19
11204,Other,8
11204,Pizza,45
11204,Pizza/Italian,29
11204,Russian,23
11204,Sandwiches,13
11204,Tex-Mex,15
11204,Vietnamese/Cambodian/Malaysia,6
11205,African,12
11205,American,270
11205,Bagels/Pretzels,25
11205,Bakery,8
11205,Caf̩/Coffee/Tea,83
11205,Cajun,6
11205,Californian,3
11205,Caribbean,25
11205,Chicken,12
11205,Chinese,77
11205,Creole,17
11205,Donuts,5
11205,French,8
11205,Indian,24
11205,Irish,8
11205,Italian,40
11205,Japanese,39
11205,Jewish/Kosher,48
11205,Korean,12
11205,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",78
11205,Mediterranean,14
11205,Mexican,84
11205,Middle Eastern,21
11205,Other,9
11205,Pizza,38
11205,Pizza/Italian,22
11205,Sandwiches,28
11205,Seafood,6
11205,Soul Food,9
11205,Southwestern,9
11205,Spanish,34
11205,Tex-Mex,3
11205,Thai,41
11205,Vegetarian,3
11206,American,229
11206,Armenian,5
11206,Asian,13
11206,Bagels/Pretzels,22
11206,Bakery,38
11206,"Bottled beverages, including water, sodas, juices, etc.",5
11206,Caf̩/Coffee/Tea,79
11206,Caribbean,8
11206,Chicken,15
11206,Chinese,102
11206,Continental,8
11206,Delicatessen,23
11206,Donuts,21
11206,French,10
11206,Hamburgers,15
11206,"Ice Cream, Gelato, Yogurt, Ices",2
11206,Indian,9
11206,Italian,12
11206,Japanese,21
11206,Jewish/Kosher,25
11206,"Juice, Smoothies, Fruit Salads",10
11206,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",121
11206,Mediterranean,8
11206,Mexican,76
11206,Middle Eastern,18
11206,Other,2
11206,Pancakes/Waffles,9
11206,Pizza,63
11206,Pizza/Italian,36
11206,Sandwiches,10
11206,Sandwiches/Salads/Mixed Buffet,5
11206,Spanish,80
11206,Thai,14
11206,Vegetarian,20
11207,African,14
11207,American,155
11207,Bakery,28
11207,Caf̩/Coffee/Tea,10
11207,Caribbean,74
11207,Chicken,75
11207,Chinese,244
11207,Delicatessen,13
11207,Donuts,32
11207,Hamburgers,34
11207,"Ice Cream, Gelato, Yogurt, Ices",6
11207,Indian,11
11207,Italian,3
11207,Japanese,12
11207,"Juice, Smoothies, Fruit Salads",4
11207,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",153
11207,Mexican,2
11207,Other,2
11207,Pizza,72
11207,Pizza/Italian,18
11207,Sandwiches,23
11207,Sandwiches/Salads/Mixed Buffet,10
11207,Spanish,126
11207,Tex-Mex,15
11208,American,36
11208,Bakery,38
11208,Bangladeshi,11
11208,Caf̩/Coffee/Tea,8
11208,Caribbean,55
11208,Chicken,84
11208,Chinese,164
11208,Delicatessen,1
11208,Donuts,25
11208,Hamburgers,36
11208,Indian,14
11208,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",118
11208,Mexican,31
11208,Other,2
11208,Pizza,63
11208,Pizza/Italian,17
11208,Sandwiches,15
11208,Spanish,83
11209,American,540
11209,Armenian,10
11209,Asian,23
11209,Bagels/Pretzels,42
11209,Bakery,71
11209,Barbecue,6
11209,"Bottled beverages, including water, sodas, juices, etc.",6
11209,Caf̩/Coffee/Tea,74
11209,Chicken,3
11209,Chinese,166
11209,Czech,6
11209,Delicatessen,22
11209,Donuts,38
11209,Eastern European,2
11209,Egyptian,9
11209,German,8
11209,Greek,43
11209,Hamburgers,27
11209,Hotdogs,4
11209,"Ice Cream, Gelato, Yogurt, Ices",29
11209,Indian,11
11209,Irish,18
11209,Italian,104
11209,Japanese,87
11209,"Juice, Smoothies, Fruit Salads",8
11209,Korean,11
11209,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10
11209,Mediterranean,55
11209,Mexican,69
11209,Middle Eastern,69
11209,Moroccan,2
11209,Other,11
11209,Pizza,126
11209,Pizza/Italian,78
11209,Salads,2
11209,Sandwiches,21
11209,Sandwiches/Salads/Mixed Buffet,5
11209,Seafood,13
11209,Spanish,9
11209,Steak,25
11209,Tapas,11
11209,Tex-Mex,20
11209,Thai,22
11209,Turkish,21
11209,Vietnamese/Cambodian/Malaysia,11
11210,American,79
11210,Bagels/Pretzels,5
11210,Bakery,4
11210,Barbecue,4
11210,Caf̩/Coffee/Tea,26
11210,Caribbean,163
11210,Chicken,12
11210,Chinese,122
11210,Creole,2
11210,Creole/Cajun,14
11210,Donuts,17
11210,Hamburgers,5
11210,Indian,11
11210,Japanese,6
11210,Jewish/Kosher,57
11210,"Juice, Smoothies, Fruit Salads",26
11210,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",16
11210,Mexican,6
11210,Middle Eastern,2
11210,Pizza,18
11210,Pizza/Italian,7
11210,Sandwiches,4
11210,Tex-Mex,4
11210,Vegetarian,9
11211,American,940
11211,Asian,21
11211,Bagels/Pretzels,13
11211,Bakery,68
11211,Barbecue,9
11211,"Bottled beverages, including water, sodas, juices, etc.",15
11211,Brazilian,26
11211,Caf̩/Coffee/Tea,199
11211,Caribbean,21
11211,Chicken,6
11211,Chinese,129
11211,Chinese/Cuban,10
11211,Continental,6
11211,Delicatessen,7
11211,Donuts,20
11211,Eastern European,6
11211,French,51
11211,German,8
11211,Greek,3
11211,Hamburgers,12
11211,Hawaiian,11
11211,"Ice Cream, Gelato, Yogurt, Ices",10
11211,Indian,25
11211,Irish,8
11211,Italian,89
11211,Japanese,99
11211,Jewish/Kosher,105
11211,"Juice, Smoothies, Fruit Salads",26
11211,Korean,25
11211,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",173
11211,Mediterranean,16
11211,Mexican,113
11211,Middle Eastern,30
11211,Other,3
11211,Peruvian,5
11211,Pizza,102
11211,Pizza/Italian,52
11211,Russian,7
11211,Sandwiches,22
11211,Sandwiches/Salads/Mixed Buffet,15
11211,Soul Food,4
11211,Spanish,36
11211,Steak,14
11211,Tapas,14
11211,Tex-Mex,34
11211,Thai,55
11211,Vegetarian,31
11211,Vietnamese/Cambodian/Malaysia,15
11212,American,46
11212,Asian,14
11212,Bakery,3
11212,Caf̩/Coffee/Tea,9
11212,Caribbean,207
11212,Chicken,128
11212,Chinese,185
11212,Donuts,15
11212,Hamburgers,21
11212,Japanese,2
11212,"Juice, Smoothies, Fruit Salads",3
11212,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",22
11212,Other,6
11212,Pizza,52
11212,Pizza/Italian,19
11212,Sandwiches,21
11212,Seafood,13
11212,Soul Food,9
11212,Spanish,45
11213,American,56
11213,Bakery,26
11213,Caf̩/Coffee/Tea,15
11213,Californian,3
11213,Caribbean,255
11213,Chicken,42
11213,Chinese,173
11213,Donuts,14
11213,Hamburgers,20
11213,"Ice Cream, Gelato, Yogurt, Ices",9
11213,Indian,5
11213,Jewish/Kosher,96
11213,"Juice, Smoothies, Fruit Salads",4
11213,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10
11213,Other,10
11213,Pizza,19
11213,Pizza/Italian,8
11213,Sandwiches,5
11213,Seafood,9
11213,Spanish,10
11214,American,129
11214,Armenian,3
11214,Asian,44
11214,Bagels/Pretzels,12
11214,Bakery,72
11214,"Bottled beverages, including water, sodas, juices, etc.",12
11214,Caf̩/Coffee/Tea,61
11214,Chicken,11
11214,Chinese,497
11214,Chinese/Japanese,16
11214,Delicatessen,9
11214,Donuts,32
11214,Eastern European,42
11214,Hamburgers,19
11214,"Ice Cream, Gelato, Yogurt, Ices",27
11214,Italian,43
11214,Japanese,101
11214,"Juice, Smoothies, Fruit Salads",4
11214,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",23
11214,Mediterranean,15
11214,Mexican,40
11214,Middle Eastern,10
11214,Other,6
11214,Pakistani,6
11214,Peruvian,4
11214,Pizza,72
11214,Pizza/Italian,87
11214,Polish,7
11214,Russian,13
11214,Sandwiches,15
11214,Spanish,42
11214,Steak,12
11214,Tex-Mex,19
11214,Turkish,10
11214,Vietnamese/Cambodian/Malaysia,10
11215,American,727
11215,Asian,60
11215,Australian,22
11215,Bagels/Pretzels,38
11215,Bakery,97
11215,Barbecue,20
11215,"Bottled beverages, including water, sodas, juices, etc.",4
11215,Caf̩/Coffee/Tea,209
11215,Chicken,17
11215,Chinese,162
11215,Chinese/Cuban,5
11215,Continental,13
11215,Delicatessen,29
11215,Donuts,32
11215,Eastern European,12
11215,Egyptian,5
11215,English,4
11215,French,30
11215,German,15
11215,Greek,25
11215,Hamburgers,23
11215,"Ice Cream, Gelato, Yogurt, Ices",36
11215,Indian,52
11215,Indonesian,8
11215,Irish,15
11215,Italian,146
11215,Japanese,119
11215,Jewish/Kosher,5
11215,"Juice, Smoothies, Fruit Salads",24
11215,Korean,5
11215,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",64
11215,Mediterranean,26
11215,Mexican,141
11215,Middle Eastern,18
11215,Other,1
11215,Pancakes/Waffles,4
11215,Peruvian,26
11215,Pizza,124
11215,Pizza/Italian,86
11215,Salads,11
11215,Sandwiches,10
11215,Sandwiches/Salads/Mixed Buffet,13
11215,Seafood,33
11215,Spanish,23
11215,Tapas,5
11215,Tex-Mex,27
11215,Thai,55
11215,Turkish,2
11215,Vietnamese/Cambodian/Malaysia,15
11216,African,41
11216,American,177
11216,Bagels/Pretzels,3
11216,Bakery,33
11216,"Bottled beverages, including water, sodas, juices, etc.",2
11216,Caf̩/Coffee/Tea,97
11216,Cajun,8
11216,Caribbean,196
11216,Chicken,72
11216,Chinese,136
11216,Donuts,10
11216,French,18
11216,Hamburgers,26
11216,"Ice Cream, Gelato, Yogurt, Ices",4
11216,Indian,45
11216,Japanese,41
11216,"Juice, Smoothies, Fruit Salads",30
11216,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13
11216,Mexican,30
11216,Middle Eastern,13
11216,Other,2
11216,Pizza,61
11216,Pizza/Italian,5
11216,Sandwiches,7
11216,Soul Food,38
11216,Southwestern,1
11216,Spanish,25
11216,Tex-Mex,10
11216,Vegetarian,22
11217,American,558
11217,Asian,19
11217,Bagels/Pretzels,27
11217,Bakery,20
11217,Barbecue,26
11217,"Bottled beverages, including water, sodas, juices, etc.",9
11217,Caf̩/Coffee/Tea,83
11217,Caribbean,60
11217,Chicken,33
11217,Chinese,60
11217,Chinese/Japanese,7
11217,Creole,8
11217,Delicatessen,12
11217,Donuts,12
11217,Ethiopian,17
11217,French,36
11217,German,21
11217,Greek,7
11217,Hamburgers,51
11217,Hotdogs,20
11217,Hotdogs/Pretzels,5
11217,"Ice Cream, Gelato, Yogurt, Ices",15
11217,Indian,45
11217,Italian,80
11217,Japanese,54
11217,Jewish/Kosher,2
11217,"Juice, Smoothies, Fruit Salads",8
11217,Korean,5
11217,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",58
11217,Mediterranean,50
11217,Mexican,33
11217,Middle Eastern,26
11217,Nuts/Confectionary,6
11217,Other,20
11217,Pizza,84
11217,Pizza/Italian,44
11217,Sandwiches,16
11217,Sandwiches/Salads/Mixed Buffet,18
11217,Seafood,8
11217,Soups,2
11217,Soups & Sandwiches,8
11217,Spanish,18
11217,Steak,4
11217,Tex-Mex,38
11217,Thai,71
11217,Vegetarian,29
11217,Vietnamese/Cambodian/Malaysia,6
11218,American,157
11218,Asian,9
11218,Bakery,29
11218,Bangladeshi,63
11218,Caf̩/Coffee/Tea,28
11218,Caribbean,8
11218,Chicken,9
11218,Chinese,97
11218,Delicatessen,2
11218,Donuts,10
11218,Eastern European,30
11218,French,11
11218,Hamburgers,8
11218,"Ice Cream, Gelato, Yogurt, Ices",16
11218,Indian,42
11218,Italian,28
11218,Japanese,13
11218,Jewish/Kosher,138
11218,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
11218,Mexican,83
11218,Middle Eastern,52
11218,Pakistani,43
11218,Pizza,95
11218,Pizza/Italian,29
11218,Russian,28
11218,Sandwiches,23
11218,Sandwiches/Salads/Mixed Buffet,17
11218,Spanish,42
11218,Tex-Mex,9
11218,Thai,39
11218,Vietnamese/Cambodian/Malaysia,7
11219,American,19
11219,Asian,18
11219,Bagels/Pretzels,9
11219,Bakery,31
11219,Chinese,257
11219,Chinese/Japanese,3
11219,Continental,12
11219,Delicatessen,14
11219,Donuts,10
11219,Greek,9
11219,Hamburgers,16
11219,Indian,5
11219,Italian,23
11219,Japanese,23
11219,Jewish/Kosher,172
11219,"Juice, Smoothies, Fruit Salads",4
11219,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",38
11219,Mexican,54
11219,Other,5
11219,Pizza,43
11219,Pizza/Italian,17
11219,Russian,16
11219,Sandwiches/Salads/Mixed Buffet,3
11219,Seafood,3
11219,Spanish,32
11220,American,167
11220,Asian,54
11220,Bagels/Pretzels,11
11220,Bakery,302
11220,Barbecue,23
11220,Caf̩/Coffee/Tea,81
11220,Chicken,37
11220,Chinese,1121
11220,Chinese/Cuban,8
11220,Chinese/Japanese,8
11220,Delicatessen,47
11220,Donuts,27
11220,Egyptian,6
11220,Greek,15
11220,Hamburgers,14
11220,"Ice Cream, Gelato, Yogurt, Ices",44
11220,Indian,13
11220,Irish,17
11220,Italian,6
11220,Japanese,40
11220,"Juice, Smoothies, Fruit Salads",39
11220,Korean,2
11220,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",156
11220,Mediterranean,7
11220,Mexican,253
11220,Middle Eastern,17
11220,Moroccan,7
11220,Other,5
11220,Peruvian,11
11220,Pizza,73
11220,Pizza/Italian,33
11220,Sandwiches,6
11220,Sandwiches/Salads/Mixed Buffet,11
11220,Seafood,16
11220,Spanish,27
11220,Tex-Mex,1
11220,Thai,13
11220,Vietnamese/Cambodian/Malaysia,25
11221,American,85
11221,Bakery,13
11221,"Bottled beverages, including water, sodas, juices, etc.",7
11221,Caf̩/Coffee/Tea,92
11221,Caribbean,10
11221,Chicken,28
11221,Chinese,143
11221,Donuts,6
11221,French,2
11221,Hamburgers,4
11221,Indian,25
11221,Italian,22
11221,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",100
11221,Mediterranean,2
11221,Mexican,22
