,zip,latitude,longitude
4618,12413,42.3,-74.0
4619,12414,42.21,-73.86
4620,12416,42.1,-74.28
4621,12417,41.91,-73.99
4622,12418,42.36,-74.17
4623,12419,41.86,-74.1
4624,12420,41.67,-74.37
4625,12421,42.25,-74.55
4626,12422,42.4,-74.19
4627,12423,42.38,-74.11
4628,12424,42.25,-74.12
4629,12427,42.14,-74.1
4630,12428,41.7,-74.36
4631,12429,41.83,-73.99
4632,12430,42.2,-74.5
4633,12431,42.38,-74.06
4634,12432,42.04,-73.95
4635,12433,42.0,-74.15
4636,12434,42.35,-74.5
4637,12435,41.72,-74.52
4638,12436,42.2,-74.09
4639,12438,42.2,-74.6
4640,12439,42.28,-74.21
4641,12440,41.8,-74.13
4642,12441,42.13,-74.51
4643,12442,42.21,-74.21
4644,12443,41.91,-74.05
4645,12444,42.27,-74.28
4646,12446,41.77,-74.29
4647,12448,42.07,-74.2
4648,12449,41.98,-73.99
4649,12450,42.13,-74.24
4650,12451,42.3,-73.95
4651,12452,42.25,-74.36
4652,12453,42.09,-73.94
4653,12454,42.29,-74.15
4654,12455,42.14,-74.65
4655,12456,42.03,-74.0
4656,12457,42.04,-74.23
4657,12458,41.75,-74.37
4658,12459,42.21,-74.68
4659,12460,42.42,-74.15
4660,12461,41.89,-74.24
4661,12463,42.17,-74.01
4662,12464,42.08,-74.31
4663,12465,42.16,-74.46
4664,12466,41.9,-73.98
4665,12468,42.31,-74.43
4666,12469,42.44,-74.2
4667,12470,42.3,-74.1
4668,12471,41.84,-74.04
4669,12472,41.85,-74.08
4670,12473,42.27,-74.06
4671,12474,42.28,-74.56
4672,12475,42.02,-74.02
4673,12477,42.07,-73.94
4674,12480,42.12,-74.39
4675,12481,41.97,-74.2
4676,12482,42.27,-73.96
4677,12483,41.66,-74.42
4678,12484,41.86,-74.17
4679,12485,42.19,-74.13
4680,12486,41.83,-74.06
4681,12487,41.86,-73.99
4682,12489,41.75,-74.36
4683,12490,42.12,-73.93
4684,12491,41.97,-74.14
4685,12492,42.18,-74.34
4686,12493,41.78,-73.96
4687,12494,41.96,-74.28
4688,12495,42.08,-74.24
4689,12496,42.3,-74.25
4690,12498,42.03,-74.11
4691,12501,41.84,-73.55
4692,12502,42.05,-73.63
4693,12503,42.03,-73.57
4694,12504,42.03,-73.91
4695,12506,41.87,-73.69
4696,12507,42.01,-73.92
4697,12508,41.5,-73.96
4698,12510,41.67,-73.8
4699,12511,41.53,-73.89
4700,12512,41.55,-73.97
4701,12513,42.22,-73.72
4702,12514,41.87,-73.76
4703,12515,41.68,-74.06
4704,12516,42.1,-73.55
4705,12517,42.14,-73.5
4706,12518,41.41,-74.04
4707,12520,41.43,-74.01
4708,12521,42.16,-73.65
4709,12522,41.74,-73.58
4710,12523,42.09,-73.76
4711,12524,41.53,-73.89
4712,12525,41.68,-74.18
4713,12526,42.11,-73.85
4714,12527,41.52,-73.94
4715,12528,41.71,-73.96
4716,12529,42.2,-73.54
4717,12530,42.21,-73.69
4718,12531,41.53,-73.66
4719,12533,41.58,-73.8
4720,12534,42.25,-73.78
4721,12537,41.59,-73.89
4722,12538,41.78,-73.93
4723,12540,41.67,-73.73
4724,12541,42.13,-73.76
4725,12542,41.6,-73.97
4726,12543,41.48,-74.21
4727,12544,42.26,-73.68
4728,12545,41.78,-73.69
4729,12546,41.95,-73.51
4730,12547,41.65,-73.96
4731,12548,41.66,-74.1
4732,12549,41.52,-74.23
4733,12550,41.5,-74.02
4734,12551,41.5,-74.02
4735,12552,41.5,-74.02
4736,12553,41.47,-74.02
4737,12555,41.53,-74.04
4738,12561,41.74,-74.08
4739,12563,41.5,-73.58
4740,12564,41.56,-73.59
4741,12565,42.24,-73.64
4742,12566,41.6,-74.29
4743,12567,41.97,-73.65
4744,12568,41.62,-74.08
4745,12569,41.74,-73.82
4746,12570,41.63,-73.66
4747,12571,41.99,-73.87
4748,12572,41.92,-73.9
4749,12574,41.92,-73.95
4750,12575,41.47,-74.16
4751,12577,41.44,-74.12
4752,12578,41.8,-73.8
4753,12580,41.84,-73.92
4754,12581,41.86,-73.71
4755,12582,41.54,-73.73
4756,12583,42.05,-73.91
4757,12584,41.45,-74.05
4758,12585,41.73,-73.69
4759,12586,41.55,-74.18
4760,12588,41.62,-74.37
4761,12589,41.6,-74.16
4762,12590,41.59,-73.91
4763,12592,41.78,-73.54
4764,12593,42.09,-73.58
4765,12594,41.64,-73.56
4766,12601,41.69,-73.92
4767,12602,41.69,-73.92
4768,12603,41.68,-73.86
4769,12604,41.69,-73.89
4770,12701,41.65,-74.68
4771,12719,41.5,-74.9
4772,12720,41.68,-74.87
4773,12721,41.55,-74.44
4774,12722,41.59,-74.38
4775,12723,41.76,-75.05
4776,12724,41.84,-74.96
4777,12725,41.98,-74.57
4778,12726,41.7,-75.06
4779,12727,41.65,-74.98
4780,12729,41.47,-74.63
4781,12732,41.52,-74.88
4782,12733,41.73,-74.6
4783,12734,41.77,-74.73
4784,12736,41.84,-75.04
4785,12737,41.47,-74.81
4786,12738,41.65,-74.58
4787,12740,41.84,-74.54
4788,12741,41.84,-75.08
4789,12742,41.72,-74.72
4790,12743,41.52,-74.85
4791,12745,41.78,-75.02
4792,12746,41.41,-74.63
4793,12747,41.73,-74.67
4794,12748,41.78,-74.93
4795,12749,41.7,-74.84
4796,12750,41.73,-74.95
4797,12751,41.68,-74.66
4798,12752,41.68,-74.99
4799,12754,41.8,-74.74
4800,12758,41.89,-74.82
4801,12759,41.77,-74.65
4802,12760,41.85,-75.13
4803,12762,41.66,-74.79
4804,12763,41.68,-74.53
4805,12764,41.6,-75.06
4806,12765,41.84,-74.61
4807,12766,41.8,-74.99
4808,12767,41.84,-75.0
4809,12768,41.85,-74.76
4810,12769,41.66,-74.47
4811,12770,41.44,-74.82
4812,12771,41.37,-74.69
4813,12775,41.62,-74.59
4814,12776,41.93,-74.91
4815,12777,41.54,-74.69
4816,12778,41.66,-74.81
4817,12779,41.71,-74.63
4818,12780,41.44,-74.72
4819,12781,41.62,-74.47
4820,12783,41.75,-74.77
4821,12784,41.67,-74.64
4822,12785,41.5,-74.55
4823,12786,41.64,-74.86
4824,12787,41.79,-74.82
4825,12788,41.75,-74.59
4826,12789,41.71,-74.57
4827,12790,41.57,-74.48
4828,12791,41.82,-74.89
4829,12792,41.51,-74.96
4830,12801,43.31,-73.64
4831,12803,43.29,-73.63
4832,12804,43.34,-73.67
4833,12808,43.72,-73.77
4834,12809,43.23,-73.49
4835,12810,43.48,-73.89
4836,12811,43.61,-74.03
4837,12812,43.87,-74.44
4838,12814,43.62,-73.64
4839,12815,43.71,-73.69
4840,12816,43.02,-73.38
4841,12817,43.63,-73.8
4842,12819,43.59,-73.47
4843,12820,43.31,-73.64
4844,12821,43.45,-73.37
4845,12822,43.24,-73.83
4846,12823,43.17,-73.4
4847,12824,43.51,-73.69
4848,12827,43.41,-73.49
4849,12828,43.26,-73.58
4850,12831,43.19,-73.64
4851,12832,43.4,-73.26
4852,12833,43.13,-73.85
4853,12834,43.08,-73.49
4854,12835,43.33,-74.01
4855,12836,43.71,-73.61
4856,12837,43.46,-73.27
4857,12838,43.33,-73.4
4858,12839,43.3,-73.58
4859,12841,43.61,-73.53
4860,12842,43.78,-74.26
4861,12843,43.57,-73.97
4862,12844,43.49,-73.62
4863,12845,43.42,-73.71
4864,12846,43.32,-73.8
4865,12847,43.97,-74.42
4866,12848,43.1,-73.52
4867,12849,43.45,-73.3
4868,12850,43.11,-74.02
4869,12851,43.78,-73.97
4870,12852,43.94,-74.16
4871,12853,43.69,-73.98
4872,12854,43.5,-73.33
4873,12855,43.98,-73.7
4874,12856,43.67,-74.14
4875,12857,43.82,-73.89
4876,12858,43.91,-73.68
4877,12859,43.14,-73.88
4878,12860,43.76,-73.84
4879,12861,43.75,-73.41
4880,12862,43.69,-73.91
4881,12863,43.06,-73.92
4882,12864,43.73,-74.31
4883,12865,43.17,-73.32
4884,12866,43.06,-73.77
4885,12870,43.83,-73.73
4886,12871,43.1,-73.58
4887,12872,43.87,-73.73
4888,12873,43.12,-73.3
4889,12874,43.7,-73.51
4890,12878,43.42,-74.03
4891,12879,43.97,-74.17
4892,12883,43.84,-73.42
4893,12884,43.09,-73.59
4894,12885,43.5,-73.77
4895,12886,43.64,-73.92
4896,12887,43.56,-73.41
4897,12901,44.7,-73.47
4898,12903,44.69,-73.45
4899,12910,44.89,-73.65
4900,12911,44.52,-73.46
4901,12912,44.47,-73.78
4902,12913,44.43,-74.0
4903,12914,44.93,-74.59
4904,12915,44.86,-74.02
4905,12916,44.83,-74.51
4906,12917,44.9,-74.17
4907,12918,44.66,-73.68
4908,12919,44.98,-73.44
4909,12920,44.92,-74.08
4910,12921,44.88,-73.43
4911,12922,44.28,-74.67
4912,12923,44.95,-73.92
4913,12924,44.48,-73.58
4914,12926,44.93,-74.28
4915,12927,44.22,-74.83
4916,12928,43.95,-73.53
4917,12929,44.72,-73.71
4918,12930,44.71,-74.53
4919,12932,44.22,-73.6
4920,12933,44.89,-73.85
4921,12934,44.82,-73.85
4922,12935,44.9,-73.8
4923,12936,44.27,-73.39
4924,12937,44.98,-74.47
4925,12939,44.43,-74.16
4926,12941,44.35,-73.71
4927,12942,44.25,-73.78
4928,12943,44.2,-73.78
4929,12944,44.5,-73.48
4930,12945,44.36,-74.25
4931,12946,44.28,-73.98
4932,12949,44.77,-74.65
4933,12950,44.27,-73.57
4934,12952,44.72,-73.92
4935,12953,44.84,-74.29
4936,12955,44.81,-73.97
4937,12956,44.08,-73.52
4938,12957,44.86,-74.57
4939,12958,44.96,-73.58
4940,12959,44.96,-73.69
4941,12960,44.05,-73.5
4942,12961,44.06,-73.52
4943,12962,44.69,-73.55
4944,12964,44.14,-73.6
4945,12965,44.71,-74.65
4946,12966,44.79,-74.41
4947,12967,44.76,-74.65
4948,12969,44.71,-74.08
4949,12970,44.43,-74.25
4950,12972,44.58,-73.53
4951,12973,44.23,-74.57
4952,12974,44.04,-73.46
4953,12975,44.53,-73.42
4954,12976,44.47,-74.17
4955,12977,44.28,-74.07
4956,12978,44.62,-73.81
4957,12979,44.99,-73.37
4958,12980,44.49,-74.53
4959,12981,44.67,-73.82
4960,12983,44.32,-74.13
4961,12985,44.55,-73.75
4962,12986,44.23,-74.46
4963,12987,44.33,-73.78
4964,12989,44.52,-74.09
4965,12992,44.79,-73.52
4966,12993,44.17,-73.43
4967,12995,44.73,-74.26
4968,12996,44.37,-73.4
4969,12997,44.38,-73.82
4970,12998,44.08,-73.58
4971,13020,42.82,-76.07
4972,13021,42.93,-76.56
4973,13022,42.93,-76.56
4974,13024,42.93,-76.57
4975,13026,42.75,-76.7
4976,13027,43.15,-76.33
4977,13028,43.29,-75.93
4978,13029,43.23,-76.14
4979,13030,43.15,-75.96
4980,13031,43.03,-76.3
4981,13032,43.08,-75.75
4982,13033,43.16,-76.57
4983,13034,42.91,-76.72
4984,13035,42.92,-75.85
4985,13036,43.28,-76.14
4986,13037,43.04,-75.87
4987,13039,43.17,-76.11
4988,13040,42.54,-75.89
4989,13041,43.18,-76.17
4990,13042,43.26,-75.85
4991,13043,43.04,-75.74
4992,13044,43.25,-76.0
4993,13045,42.6,-76.18
4994,13051,42.88,-75.91
4995,13052,42.75,-75.86
4996,13053,42.49,-76.29
4997,13054,43.12,-75.67
4998,13056,42.66,-76.1
4999,13057,43.06,-76.07
5000,13060,43.03,-76.44
5001,13061,42.85,-75.75
5002,13062,42.48,-76.38
5003,13063,42.83,-75.98
5004,13064,43.33,-76.71
5005,13065,42.81,-76.8
5006,13066,43.02,-76.0
5007,13068,42.51,-76.34
5008,13069,43.31,-76.41
5009,13071,42.66,-76.53
5010,13072,42.76,-75.76
5011,13073,42.58,-76.36
5012,13074,43.31,-76.57
5013,13076,43.35,-76.15
5014,13077,42.63,-76.18
5015,13078,42.99,-76.07
5016,13080,43.06,-76.47
5017,13081,42.66,-76.61
5018,13082,43.07,-75.95
5019,13083,43.64,-76.06
5020,13084,42.88,-76.1
5021,13087,42.71,-76.15
5022,13088,43.11,-76.19
5023,13089,43.1,-76.21
5024,13090,43.15,-76.21
5025,13092,42.66,-76.43
5026,13093,43.49,-76.39
5027,13101,42.59,-76.09
5028,13102,42.55,-76.29
5029,13103,43.33,-76.11
5030,13104,43.0,-75.97
5031,13107,43.45,-76.15
5032,13108,42.98,-76.34
5033,13110,42.9,-76.32
5034,13111,43.28,-76.62
5035,13112,43.08,-76.37
5036,13113,43.16,-76.54
5037,13114,43.46,-76.23
5038,13115,43.4,-76.48
5039,13116,43.07,-76.0
5040,13117,43.01,-76.7
5041,13118,42.71,-76.42
5042,13119,42.97,-76.44
5043,13120,42.97,-76.14
5044,13121,43.46,-76.31
5045,13122,42.84,-75.85
5046,13123,43.23,-75.77
5047,13124,42.66,-75.82
5048,13126,43.45,-76.5
5049,13131,43.4,-76.12
5050,13132,43.26,-76.24
5051,13134,42.97,-75.68
5052,13135,43.23,-76.29
5053,13136,42.58,-75.86
5054,13137,43.15,-76.44
5055,13138,42.9,-76.01
5056,13139,42.73,-76.61
5057,13140,43.03,-76.62
5058,13141,42.73,-76.14
5059,13142,43.56,-76.12
5060,13143,43.24,-76.72
5061,13144,43.57,-75.97
5062,13145,43.65,-76.12
5063,13146,43.09,-76.75
5064,13147,42.78,-76.55
5065,13148,42.91,-76.79
5066,13152,42.89,-76.37
5067,13153,43.0,-76.45
5068,13154,43.23,-76.81
5069,13155,42.65,-75.78
5070,13156,43.32,-76.64
5071,13157,43.21,-75.72
5072,13158,42.71,-76.02
5073,13159,42.79,-76.1
5074,13160,42.84,-76.69
5075,13162,43.19,-75.72
5076,13163,43.08,-75.71
5077,13164,43.08,-76.32
5078,13165,42.9,-76.86
5079,13166,43.04,-76.56
5080,13167,43.29,-76.07
5081,13201,43.04,-76.14
5082,13202,43.04,-76.15
5083,13203,43.06,-76.13
5084,13204,43.05,-76.18
5085,13205,43.01,-76.14
5086,13206,43.07,-76.11
5087,13207,43.01,-76.16
5088,13208,43.08,-76.15
5089,13209,43.07,-76.22
5090,13210,43.04,-76.14
5091,13211,43.1,-76.12
5092,13212,43.13,-76.13
5093,13214,43.04,-76.08
5094,13215,42.98,-76.22
5095,13217,43.04,-76.14
5096,13218,43.04,-76.14
5097,13219,43.04,-76.22
5098,13220,43.04,-76.14
5099,13221,43.04,-76.14
5100,13224,43.04,-76.1
5101,13225,43.04,-76.14
5102,13235,43.04,-76.13
5103,13244,43.04,-76.14
5104,13250,43.04,-76.14
5105,13251,43.04,-76.14
5106,13252,43.04,-76.14
5107,13261,43.04,-76.14
5108,13290,43.07,-76.17
5109,13301,43.42,-75.22
5110,13302,43.51,-76.0
5111,13303,43.41,-75.47
5112,13304,43.27,-75.18
5113,13305,43.89,-75.42
5114,13308,43.27,-75.64
5115,13309,43.48,-75.33
5116,13310,42.88,-75.55
5117,13312,43.7,-75.29
5118,13313,42.88,-75.27
5119,13314,42.81,-75.31
5120,13315,42.74,-75.18
5121,13316,43.33,-75.74
5122,13317,42.9,-74.57
5123,13318,42.94,-75.25
5124,13319,43.02,-75.27
5125,13320,42.79,-74.75
5126,13321,43.09,-75.37
5127,13322,42.97,-75.25
5128,13323,43.04,-75.37
5129,13324,43.24,-75.03
5130,13325,43.56,-75.42
5131,13326,42.7,-74.92
5132,13327,43.89,-75.39
5133,13328,42.99,-75.42
5134,13329,43.1,-74.77
5135,13331,43.87,-74.88
5136,13332,42.74,-75.54
5137,13333,42.84,-74.82
5138,13334,42.84,-75.61
5139,13335,42.69,-75.24
5140,13337,42.71,-74.98
5141,13338,43.44,-75.2
5142,13339,42.93,-74.62
5143,13340,43.03,-75.07
5144,13341,43.04,-75.4
5145,13342,42.65,-75.2
5146,13343,43.75,-75.31
5147,13345,43.69,-75.32
5148,13346,42.82,-75.54
5149,13348,42.65,-75.04
5150,13350,43.02,-74.99
5151,13352,43.31,-75.12
5152,13353,43.4,-74.72
5153,13354,43.24,-75.25
5154,13355,42.81,-75.46
5155,13357,43.01,-75.04
5156,13360,43.72,-74.73
5157,13361,42.91,-74.95
5158,13362,42.98,-75.52
5159,13363,43.3,-75.51
5160,13364,42.8,-75.26
5161,13365,43.04,-74.85
5162,13367,43.78,-75.48
5163,13368,43.61,-75.36
5164,13401,43.27,-75.69
5165,13402,42.89,-75.51
5166,13403,43.17,-75.29
5167,13404,43.74,-75.47
5168,13406,43.13,-74.92
5169,13407,43.0,-75.0
5170,13408,42.89,-75.64
5171,13409,42.97,-75.58
5172,13410,42.93,-74.61
5173,13411,42.62,-75.33
5174,13413,43.07,-75.28
5175,13415,42.6,-75.2
5176,13416,43.18,-75.01
5177,13417,43.1,-75.29
5178,13418,42.85,-75.38
5179,13420,43.71,-74.97
5180,13421,43.08,-75.65
5181,13424,43.15,-75.33
5182,13425,42.93,-75.46
5183,13426,43.56,-75.95
5184,13428,42.92,-74.55
5185,13431,43.22,-75.06
5186,13433,43.58,-75.34
5187,13435,43.3,-75.15
5188,13436,43.81,-74.65
5189,13437,43.59,-75.81
5190,13438,43.32,-75.18
5191,13439,42.85,-74.98
5192,13440,43.21,-75.47
5193,13441,43.23,-75.41
5194,13442,43.21,-75.47
5195,13449,43.21,-75.47
5196,13450,42.7,-74.81
5197,13452,43.0,-74.67
5198,13454,43.22,-74.76
5199,13455,42.91,-75.37
5200,13456,43.0,-75.26
5201,13457,42.78,-75.02
5202,13459,42.79,-74.61
5203,13460,42.67,-75.49
5204,13461,43.07,-75.59
5205,13464,42.68,-75.56
5206,13465,42.91,-75.51
5207,13468,42.82,-74.87
5208,13469,43.21,-75.3
5209,13470,43.18,-74.68
5210,13471,43.3,-75.61
5211,13472,43.7,-75.07
5212,13473,43.62,-75.4
5213,13475,42.89,-74.83
5214,13476,43.07,-75.53
5215,13477,43.05,-75.5
5216,13478,43.13,-75.57
5217,13479,43.05,-75.27
5218,13480,42.93,-75.38
5219,13482,42.69,-75.19
5220,13483,43.4,-75.83
5221,13484,42.87,-75.66
5222,13485,42.78,-75.31
5223,13486,43.3,-75.38
5224,13488,42.69,-74.75
5225,13489,43.46,-75.52
5226,13490,43.11,-75.4
5227,13491,42.88,-75.19
5228,13492,43.12,-75.29
5229,13493,43.42,-75.88
5230,13494,43.52,-75.15
5231,13495,43.11,-75.27
5232,13501,43.1,-75.23
5233,13502,43.14,-75.15
5234,13503,43.1,-75.23
5235,13504,43.1,-75.23
5236,13505,43.1,-75.23
5237,13599,43.1,-75.23
5238,13601,43.97,-75.91
5239,13602,44.07,-75.78
5240,13603,44.04,-75.79
5241,13605,43.8,-76.02
5242,13606,43.85,-75.99
5243,13607,44.33,-75.91
5244,13608,44.25,-75.62
5245,13611,43.78,-76.11
5246,13612,44.0,-75.79
5247,13613,44.8,-74.79
5248,13614,44.54,-75.68
5249,13615,44.03,-75.99
5250,13616,44.03,-75.84
5251,13617,44.59,-75.17
5252,13618,44.12,-76.33
5253,13619,43.98,-75.6
5254,13620,43.88,-75.51
5255,13621,44.86,-75.07
5256,13622,44.06,-76.13
5257,13623,44.45,-75.75
5258,13624,44.23,-76.08
5259,13625,44.54,-74.93
5260,13626,43.89,-75.67
5261,13627,43.94,-75.59
5262,13628,44.03,-75.68
5263,13630,44.48,-75.3
5264,13631,43.89,-75.58
5265,13632,44.13,-76.01
5266,13633,44.5,-75.46
5267,13634,44.0,-76.04
5268,13635,44.32,-75.25
5269,13636,43.74,-76.12
5270,13637,44.08,-75.8
5271,13638,44.02,-75.74
5272,13639,44.25,-75.13
5273,13640,44.3,-76.03
5274,13641,44.27,-76.0
5275,13642,44.33,-75.46
5276,13643,44.03,-75.72
5277,13645,44.28,-75.42
5278,13646,44.44,-75.69
5279,13647,44.61,-74.98
5280,13648,44.15,-75.32
5281,13649,44.92,-74.72
5282,13650,43.8,-76.19
5283,13651,43.87,-76.18
5284,13652,44.46,-75.23
5285,13654,44.61,-75.4
5286,13655,44.97,-74.63
5287,13656,44.18,-75.95
5288,13657,44.03,-76.01
5289,13658,44.72,-75.26
5290,13659,43.74,-75.85
5291,13660,44.75,-75.15
5292,13661,43.71,-76.06
5293,13662,44.92,-74.89
5294,13664,44.58,-75.64
5295,13665,44.05,-75.43
5296,13666,44.21,-74.97
5297,13667,44.8,-74.98
5298,13668,44.74,-74.99
5299,13669,44.7,-75.47
5300,13670,44.18,-75.07
5301,13671,44.28,-75.62
5302,13672,44.47,-74.66
5303,13673,44.15,-75.7
5304,13674,43.74,-76.05
5305,13675,44.28,-75.85
5306,13676,44.66,-74.98
5307,13677,44.51,-75.18
5308,13678,44.81,-74.99
5309,13679,44.32,-75.77
5310,13680,44.59,-75.32
5311,13681,44.41,-75.39
5312,13682,43.84,-75.9
5313,13683,44.96,-74.73
5314,13684,44.36,-75.04
5315,13685,43.94,-76.12
5316,13687,44.5,-74.88
5317,13690,44.16,-75.03
5318,13691,44.21,-75.79
5319,13692,44.29,-76.03
5320,13693,43.99,-76.25
5321,13694,44.85,-75.19
5322,13695,44.13,-74.92
5323,13696,44.69,-74.89
5324,13697,44.74,-74.8
5325,13699,44.66,-74.98
5326,13730,42.22,-75.52
5327,13731,42.18,-74.78
5328,13732,42.07,-76.16
5329,13733,42.29,-75.48
5330,13734,42.07,-76.41
5331,13736,42.3,-76.18
5332,13737,42.1,-75.97
5333,13738,42.56,-76.12
5334,13739,42.33,-74.8
5335,13740,42.26,-74.78
5336,13743,42.23,-76.34
5337,13744,42.22,-75.91
5338,13745,42.16,-75.86
5339,13746,42.23,-75.84
5340,13747,42.49,-74.98
5341,13748,42.03,-75.8
5342,13749,42.01,-75.79
5343,13750,42.47,-74.84
5344,13751,42.45,-74.9
5345,13752,42.2,-74.97
5346,13753,42.27,-74.91
5347,13754,42.06,-75.42
5348,13755,42.08,-74.99
5349,13756,41.98,-75.11
5350,13757,42.41,-74.88
5351,13758,42.59,-75.73
5352,13760,42.13,-76.08
5353,13761,42.09,-76.05
5354,13762,42.11,-76.02
5355,13763,42.09,-76.05
5356,13774,41.96,-75.15
5357,13775,42.34,-75.16
5358,13776,42.47,-75.32
5359,13777,42.25,-76.0
5360,13778,42.32,-75.77
5361,13780,42.4,-75.49
5362,13782,42.19,-74.99
5363,13783,41.95,-75.27
5364,13784,42.43,-76.22
5365,13786,42.43,-74.68
5366,13787,42.17,-75.62
5367,13788,42.37,-74.66
5368,13790,42.11,-75.96
5369,13794,42.4,-76.02
5370,13795,42.03,-75.79
5371,13796,42.56,-75.13
5372,13797,42.35,-76.0
5373,13801,42.49,-75.76
5374,13802,42.24,-76.04
5375,13803,42.44,-76.03
5376,13804,42.24,-75.37
5377,13806,42.36,-74.95
5378,13807,42.59,-74.94
5379,13808,42.54,-75.24
5380,13809,42.42,-75.38
5381,13810,42.57,-75.05
5382,13811,42.22,-76.18
5383,13812,42.03,-76.35
5384,13813,42.19,-75.6
5385,13814,42.61,-75.53
5386,13815,42.53,-75.52
5387,13820,42.45,-75.06
5388,13825,42.39,-75.17
5389,13826,42.1,-75.64
5390,13827,42.1,-76.26
5391,13830,42.44,-75.59
5392,13832,42.66,-75.67
5393,13833,42.16,-75.83
5394,13834,42.53,-74.97
5395,13835,42.35,-76.2
5396,13837,42.03,-75.06
5397,13838,42.31,-75.39
5398,13839,42.29,-75.25
5399,13840,42.03,-76.4
5400,13841,42.41,-75.84
5401,13842,42.37,-74.72
5402,13843,42.53,-75.35
5403,13844,42.61,-75.67
5404,13845,42.05,-76.35
5405,13846,42.34,-75.05
5406,13847,42.18,-75.29
5407,13848,42.21,-75.72
5408,13849,42.32,-75.31
5409,13850,42.08,-76.05
5410,13851,42.08,-76.05
5411,13856,42.16,-75.13
5412,13859,42.37,-75.25
5413,13860,42.45,-74.94
5414,13861,42.51,-75.15
5415,13862,42.33,-75.96
5416,13863,42.46,-75.91
5417,13864,42.29,-76.37
5418,13865,42.07,-75.64
5419,13901,42.1,-75.91
5420,13902,42.09,-75.97
5421,13903,42.04,-75.89
5422,13904,42.13,-75.82
5423,13905,42.17,-75.94
5424,14001,43.01,-78.49
5425,14004,42.89,-78.49
5426,14005,42.9,-78.26
5427,14006,42.63,-79.02
5428,14008,43.31,-78.63
5429,14009,42.53,-78.43
5430,14010,42.73,-78.84
5431,14011,42.86,-78.28
5432,14012,43.32,-78.55
5433,14013,43.08,-78.39
5434,14020,42.99,-78.18
5435,14021,42.99,-78.18
5436,14024,42.58,-78.24
5437,14025,42.61,-78.72
5438,14026,42.94,-78.69
5439,14027,42.58,-79.02
5440,14028,43.31,-78.71
5441,14029,42.47,-78.25
5442,14030,42.56,-78.5
5443,14031,42.98,-78.6
5444,14032,43.0,-78.63
5445,14033,42.65,-78.68
5446,14034,42.49,-78.86
5447,14035,42.49,-78.85
5448,14036,42.96,-78.4
5449,14037,42.8,-78.44
5450,14038,43.02,-78.51
5451,14039,42.82,-78.17
5452,14040,42.89,-78.39
5453,14041,42.42,-78.98
5454,14042,42.49,-78.47
5455,14043,42.91,-78.7
5456,14047,42.68,-78.99
5457,14048,42.47,-79.33
5458,14051,43.04,-78.7
5459,14052,42.76,-78.61
5460,14054,42.91,-78.13
5461,14055,42.55,-78.6
5462,14056,43.0,-78.31
5463,14057,42.65,-78.9
5464,14058,43.07,-78.18
5465,14059,42.83,-78.63
5466,14060,42.44,-78.29
5467,14061,42.59,-79.07
5468,14062,42.46,-79.17
5469,14063,42.44,-79.33
5470,14065,42.48,-78.32
5471,14066,42.64,-78.13
5472,14067,43.19,-78.57
5473,14068,43.02,-78.75
5474,14069,42.6,-78.63
5475,14070,42.46,-78.93
5476,14072,43.01,-78.96
5477,14075,42.72,-78.83
5478,14080,42.63,-78.54
5479,14081,42.56,-79.04
5480,14082,42.66,-78.39
5481,14083,42.67,-78.44
5482,14085,42.71,-78.93
5483,14086,42.9,-78.66
5484,14091,42.54,-78.89
5485,14092,43.17,-79.04
5486,14094,43.16,-78.69
5487,14095,43.16,-78.69
5488,14098,43.32,-78.38
5489,14101,42.38,-78.52
5490,14102,42.83,-78.55
5491,14103,43.21,-78.38
5492,14105,43.21,-78.47
5493,14107,43.16,-78.99
5494,14108,43.28,-78.69
5495,14109,43.14,-79.03
5496,14110,42.67,-78.78
5497,14111,42.59,-78.93
5498,14112,42.7,-78.94
5499,14113,42.66,-78.33
5500,14120,43.04,-78.86
5501,14125,43.06,-78.27
5502,14126,43.34,-78.73
5503,14127,42.76,-78.74
5504,14129,42.45,-79.0
5505,14130,42.55,-78.15
5506,14131,43.23,-78.9
5507,14132,43.14,-78.87
5508,14133,42.49,-78.38
5509,14134,42.53,-78.52
5510,14135,42.49,-79.24
5511,14136,42.54,-79.16
5512,14138,42.36,-79.05
5513,14139,42.7,-78.53
5514,14140,42.83,-78.63
5515,14141,42.5,-78.67
5516,14143,42.98,-78.08
5517,14144,43.17,-78.99
5518,14145,42.73,-78.42
5519,14150,43.0,-78.87
5520,14151,43.0,-78.87
5521,14166,42.44,-79.36
5522,14167,42.73,-78.31
5523,14168,42.52,-78.99
5524,14169,42.77,-78.52
5525,14170,42.7,-78.67
5526,14171,42.43,-78.62
5527,14172,43.31,-78.82
5528,14173,42.53,-78.47
5529,14174,43.24,-79.04
5530,14201,42.9,-78.89
5531,14202,42.88,-78.88
5532,14203,42.87,-78.87
5533,14204,42.88,-78.86
5534,14205,42.88,-78.85
5535,14206,42.88,-78.81
5536,14207,42.95,-78.9
5537,14208,42.92,-78.85
5538,14209,42.91,-78.87
5539,14210,42.88,-78.85
5540,14211,42.91,-78.82
5541,14212,42.89,-78.82
5542,14213,42.92,-78.89
5543,14214,42.94,-78.84
5544,14215,42.94,-78.81
5545,14216,42.95,-78.86
5546,14217,42.97,-78.88
5547,14218,42.82,-78.83
5548,14219,42.79,-78.83
5549,14220,42.85,-78.82
