,Address ZIP,Address City,DCA License Number,License Type,License Expiration Date
14712,10001,NEW YORK,2043047-DCA,Business,03/31/2019
14713,11235,BROOKLYN,2047429-DCA,Business,03/31/2018
14714,11223,BROOKLYN,2057386-DCA,Individual,02/28/2019
14715,10012,NEW YORK,2014870-1-DCA,Business,12/31/2018
14716,11215,BROOKLYN,2019119-DCA,Business,12/31/2018
14717,11581,VALLEY STREAM,1292799-DCA,Individual,02/28/2019
14720,11219,BROOKLYN,2053268-DCA,Business,03/15/2018
14721,10302,STATEN ISLAND,1131135-DCA,Business,02/28/2019
14722,11379,MIDDLE VILLAGE,2031590-DCA,Individual,10/31/2018
14723,10029,NEW YORK,1205468-DCA,Business,02/28/2019
14724,11420,SOUTH OZONE PARK,2039003-DCA,Individual,02/28/2019
14725,10002,NEW YORK,2030366-DCA,Individual,02/28/2019
14726,11229,BROOKLYN,1374501-DCA,Individual,04/30/2018
14727,11385,GLENDALE,0914090-DCA,Individual,10/31/2018
14728,11207,BROOKLYN,0980048-DCA,Business,02/28/2019
14729,11435,JAMAICA,2050717-DCA,Individual,02/28/2019
14730,10473,BRONX,1340365-DCA,Business,07/31/2019
14731,11417,OZONE PARK,1415119-DCA,Business,02/28/2019
14732,10026,NEW YORK,1218380-DCA,Business,03/31/2019
14733,10465,BRONX,1375830-DCA,Business,12/31/2017
14734,11105,ASTORIA,2025339-DCA,Business,02/28/2019
14735,11218,BROOKLYN,1245388-DCA,Business,12/31/2018
14737,11421,WOODHAVEN,2030375-2-DCA,Business,12/31/2018
14738,11229,BROOKLYN,1398335-DCA,Business,02/28/2019
14739,11222,BROOKLYN,1430979-DCA,Individual,02/28/2019
14740,10514,CHAPPAQUA,2006496-DCA,Individual,02/28/2019
14741,11001,FLORAL PARK,1439200-DCA,Individual,10/31/2018
14742,10560,NORTH SALEM,1133093-DCA,Individual,02/28/2019
14743,10457,BRONX,1384518-DCA,Business,07/31/2019
14744,10305,STATEN ISLAND,2050337-DCA,Business,02/28/2019
14745,11417,OZONE PARK,2010495-DCA,Business,03/31/2018
14746,11361,BAYSIDE,2032012-DCA,Individual,10/31/2018
14747,10155,NEW YORK,1189594-DCA,Individual,02/28/2019
14748,11040,NEW HYDE PARK,1230146-DCA,Business,03/15/2019
14749,10453,BRONX,2050599-DCA,Individual,04/30/2018
14750,11375,FOREST HILLS,1142713-DCA,Business,07/31/2019
14751,11561,LONG BEACH,1320496-DCA,Individual,02/28/2018
14752,10003,NEW YORK,2039171-DCA,Business,06/30/2018
14753,11235,BROOKLYN,1139689-DCA,Individual,02/28/2019
14754,11358,FLUSHING,2054268-DCA,Individual,07/31/2018
14755,11207,BROOKLYN,2026321-DCA,Individual,02/28/2019
14757,10028,NEW YORK,1289775-DCA,Individual,02/28/2019
14758,11226,BROOKLYN,1233261-DCA,Individual,02/28/2019
14759,10033,NEW YORK,1442115-DCA,Business,12/31/2017
14760,10455,BRONX,1250168-DCA,Business,12/31/2017
14761,11235,BROOKLYN,1471050-DCA,Business,02/28/2019
14762,10314,STATEN ISLAND,1186186-DCA,Business,06/30/2018
14763,11109,LONG IS CITY,1381740-DCA,Business,02/28/2019
14764,10310,STATEN ISLAND,1207271-DCA,Individual,10/31/2018
14765,10804,NEW ROCHELLE,0969734-DCA,Business,02/28/2019
14766,10030,NEW YORK,2035713-DCA,Individual,04/30/2018
14767,11418,RICHMOND HILL,2027962-DCA,Business,07/31/2019
14768,11373,ELMHURST,2046775-DCA,Business,02/28/2019
14769,11207,BROOKLYN,2022230-DCA,Individual,02/28/2019
14770,11230,BROOKLYN,2038271-DCA,Business,03/31/2018
14771,10469,BRONX,1196294-DCA,Business,02/28/2019
14772,11229,BROOKLYN,2023023-2-DCA,Business,12/31/2018
14773,11368,CORONA,2045996-DCA,Business,02/28/2019
14774,11040,NEW HYDE PARK,2051769-DCA,Individual,02/28/2019
14775,11501,MINEOLA,2021457-DCA,Business,02/28/2019
14776,11717,BRENTWOOD,1221384-DCA,Individual,02/28/2019
14777,10314,STATEN ISLAND,1202248-DCA,Business,02/28/2019
14778,11218,BROOKLYN,2004100-DCA,Individual,02/28/2019
14779,10312,STATEN ISLAND,2031464-DCA,Individual,02/28/2019
14780,11206,BROOKLYN,2027176-2-DCA,Business,12/31/2018
14781,10029,NEW YORK,2038938-DCA,Business,02/28/2019
14782,10461,BRONX,2031056-DCA,Business,03/31/2018
14783,11373,ELMHURST,1416973-DCA,Individual,02/28/2019
14784,10017,NEW YORK,2044037-DCA,Individual,02/28/2019
14785,11236,BROOKLYN,1026231-DCA,Business,12/31/2017
14786,10032,NEW YORK,2016977-DCA,Business,12/31/2018
14787,11356,COLLEGE POINT,1285850-DCA,Business,12/31/2018
14788,10463,BRONX,2057844-DCA,Individual,09/30/2018
14789,11201,BROOKLYN,1185016-DCA,Individual,02/28/2019
14790,11214,BROOKLYN,1165236-DCA,Business,02/28/2019
14791,11967,SHIRLEY,2049313-DCA,Individual,02/28/2019
14792,11355,FLUSHING,2007581-DCA,Business,02/28/2019
14793,10461,BRONX,2059780-DCA,Business,12/31/2019
14795,11230,BROOKLYN,2038194-DCA,Individual,04/30/2018
14796,11375,FOREST HILLS,0722165-DCA,Individual,02/28/2019
14797,11419,S RICHMOND HL,1151261-DCA,Individual,02/28/2019
14798,11354,FLUSHING,2031626-DCA,Business,12/31/2018
14799,10301,STATEN ISLAND,2002435-DCA,Business,02/28/2019
14800,10466,BRONX,1283202-DCA,Business,04/30/2018
14801,11368,CORONA,2055185-DCA,Business,06/30/2018
14802,11223,BROOKLYN,1372787-DCA,Business,02/28/2019
14803,10461,BRONX,1187951-DCA,Business,06/30/2018
14804,10011,NEW YORK,2042345-DCA,Business,12/31/2017
14805,11577,ROSLYN HTS,0843784-DCA,Individual,02/28/2019
14806,10033,NEW YORK,1238531-DCA,Business,12/31/2017
14807,11370,EAST ELMHURST,1291999-DCA,Business,02/28/2019
14808,10452,BRONX,2047442-DCA,Business,03/31/2019
14809,11228,BROOKLYN,2008550-DCA,Individual,02/28/2019
14810,11554,EAST MEADOW,2056869-DCA,Business,02/28/2019
14812,10473,BRONX,1330751-DCA,Individual,10/31/2018
14814,10036,NEW YORK,1253122-DCA,Individual,09/30/2018
14815,10002,NEW YORK,2022564-DCA,Individual,09/30/2018
14816,10453,BRONX,2042545-1-DCA,Business,12/31/2017
14817,10455,Bronx,1467521-DCA,Business,12/31/2018
14818,11224,BROOKLYN,1270911-DCA,Individual,10/31/2018
14819,10024,NEW YORK,1053702-DCA,Business,12/31/2018
14820,10455,BRONX,2030571-DCA,Business,12/31/2018
14821,11771,OYSTER BAY,1260089-DCA,Business,02/28/2019
14822,11801,HICKSVILLE,1093940-DCA,Business,02/28/2019
14823,11221,BROOKLYN,2052847-DCA,Business,03/31/2018
14825,10002,NEW YORK,0972437-DCA,Individual,02/28/2019
14826,11105,ASTORIA,0780237-DCA,Business,02/28/2019
14827,11235,BROOKLYN,1466449-DCA,Business,12/31/2018
14828,11413,LAURELTON,2052815-DCA,Business,04/30/2018
14829,10027,NEW YORK,1333522-DCA,Business,12/31/2018
14830,10472,BRONX,2040306-DCA,Individual,07/31/2018
14831,11216,BROOKLYN,1422212-DCA,Individual,09/30/2018
14832,11378,MASPETH,1148911-DCA,Business,04/30/2018
14833,11205,BROOKLYN,2021221-DCA,Business,02/28/2019
14834,10463,BRONX,0799704-DCA,Individual,05/31/2018
14835,10456,BRONX,1293491-DCA,Business,12/31/2017
14836,11374,REGO PARK,1337565-DCA,Business,02/28/2019
14837,11206,BROOKLYN,1157807-DCA,Business,12/31/2017
14838,10009,NEW YORK,1260135-DCA,Business,06/30/2018
14839,11747,MELVILLE,1425263-DCA,Individual,02/28/2018
14840,10469,BRONX,1406437-DCA,Individual,02/28/2019
14841,11413,LAURELTON,2028607-DCA,Business,02/28/2019
14842,11580,VALLEY STREAM,2047505-DCA,Business,04/30/2018
14843,11377,WOODSIDE,1223748-DCA,Individual,02/28/2019
14844,10019,NEW YORK,1353997-DCA,Business,12/31/2017
14845,11377,WOODSIDE,0981003-DCA,Business,06/30/2018
14846,10024,NEW YORK,2055098-DCA,Individual,10/31/2018
14847,10457,BRONX,1131024-DCA,Business,02/28/2019
14848,11572,OCEANSIDE,1218781-DCA,Individual,02/28/2019
14849,10065,NEW YORK,1175917-DCA,Business,04/15/2019
14850,11374,REGO PARK,1248008-DCA,Individual,02/28/2019
14851,11501,MINEOLA,1139433-DCA,Business,02/28/2019
14852,11219,BROOKLYN,1252919-DCA,Individual,05/31/2018
14853,10302,STATEN ISLAND,1205013-DCA,Business,06/30/2018
14854,11357,WHITESTONE,2043634-DCA,Individual,02/28/2019
14855,10019,NEW YORK,1407882-DCA,Business,05/01/2018
14856,11040,NEW HYDE PARK,1172020-DCA,Business,03/15/2018
14857,10308,STATEN ISLAND,2031144-DCA,Business,02/28/2019
14858,10128,NEW YORK,1191523-DCA,Business,12/01/2017
14860,10010,NEW YORK,2046467-DCA,Business,02/28/2019
14861,10512,CARMEL,1329481-DCA,Business,02/28/2019
14862,11223,BROOKLYN,0971334-DCA,Business,02/28/2019
14863,10312,STATEN ISLAND,0978114-DCA,Business,06/30/2018
14864,11434,JAMAICA,1384290-DCA,Business,02/28/2019
14865,11368,CORONA,1472680-DCA,Business,12/31/2018
14866,11221,BROOKLYN,2034535-DCA,Individual,05/31/2019
14867,10454,BRONX,2015484-DCA,Individual,09/30/2018
14868,11746,DIX HILLS,1470286-DCA,Business,02/28/2019
14869,11220,BROOKLYN,1291842-DCA,Business,03/15/2019
14870,10469,BRONX,0683626-DCA,Individual,05/31/2019
14871,10306,STATEN ISLAND,1307711-DCA,Individual,02/28/2019
14872,10708,BRONXVILLE,1272888-DCA,Business,02/28/2019
14873,11692,FAR ROCKAWAY,0833060-DCA,Business,04/30/2018
14874,11576,ROSLYN,2045076-DCA,Individual,06/15/2018
14875,10003,NEW YORK,2049194-DCA,Individual,02/28/2019
14876,11693,BROAD CHANNEL,2000983-DCA,Individual,02/28/2019
14877,11222,BROOKLYN,2027035-DCA,Business,02/28/2019
14878,11236,BROOKLYN,1309550-DCA,Business,12/31/2018
14880,10023,NEW YORK,1090640-DCA,Business,12/31/2017
14881,11570,ROCKVILLE CTR,0954320-DCA,Individual,02/28/2019
14882,10308,STATEN ISLAND,0827123-DCA,Individual,02/28/2019
14883,10710,YONKERS,1398553-DCA,Business,02/28/2019
14884,11377,WOODSIDE,2024159-DCA,Individual,02/28/2019
14885,11561,LONG BEACH,1409449-DCA,Business,02/28/2019
14887,11368,CORONA,2037661-1-DCA,Business,12/31/2017
14888,11207,BROOKLYN,2008480-DCA,Individual,09/30/2018
14889,11219,BROOKLYN,2036203-DCA,Business,06/30/2018
14890,11374,REGO PARK,2006035-DCA,Individual,02/28/2019
14891,11238,BROOKLYN,1462750-DCA,Business,12/31/2018
14892,11419,SOUTH RICHMOND HILL,2027714-DCA,Business,12/31/2018
14893,10016,NEW YORK,2059295-DCA,Business,06/30/2018
14894,10458,BRONX,1418479-DCA,Business,03/31/2018
14895,11220,BROOKLYN,1386289-DCA,Business,03/31/2018
14896,10039,NEW YORK,2021210-2-DCA,Business,12/31/2018
14897,11434,JAMAICA,1379925-DCA,Individual,02/28/2019
14898,10457,BRONX,2013188-DCA,Business,02/28/2019
14899,10013,NEW YORK,1251969-DCA,Business,03/31/2018
14900,11220,BROOKLYN,1202930-DCA,Business,12/31/2018
14901,10030,NEW YORK,1216759-DCA,Business,12/31/2017
14902,11104,SUNNYSIDE,1333154-DCA,Business,02/28/2019
14903,10469,BRONX,1237798-DCA,Business,07/31/2019
14904,11237,BROOKLYN,2054941-DCA,Business,02/28/2019
14905,10024,NEW YORK,1066577-DCA,Business,12/31/2017
14906,11429,QUEENS VLG,1275730-DCA,Individual,02/28/2019
14907,11229,BROOKLYN,2013599-DCA,Individual,10/31/2018
14908,11738,FARMINGVILLE,2029698-DCA,Individual,02/28/2019
14909,11235,BROOKLYN,2012126-DCA,Individual,02/28/2019
14910,11726,COPIAGUE,2047867-DCA,Business,02/28/2019
14911,11358,FLUSHING,2060394-DCA,Business,02/28/2019
14912,10001,NEW YORK,1248216-DCA,Individual,02/28/2019
14913,11238,BROOKLYN,1023519-DCA,Business,03/31/2018
14914,10007,NEW YORK,1069467-DCA,Business,12/31/2017
14915,10312,STATEN ISLAND,0854641-DCA,Business,07/31/2019
14916,11385,GLENDALE,1463772-DCA,Individual,02/28/2019
14917,11755,LAKE GROVE,2046617-DCA,Individual,02/28/2019
14918,11237,BROOKLYN,2030385-DCA,Individual,10/31/2018
14919,11423,HOLLIS,2033513-DCA,Individual,02/28/2019
14920,11207,BROOKLYN,2026671-DCA,Business,12/31/2017
14921,11221,BROOKLYN,2025193-DCA,Business,12/31/2018
14923,11361,BAYSIDE,2018414-DCA,Individual,02/28/2018
14924,11237,BROOKLYN,1246202-DCA,Business,12/31/2017
14925,10469,BRONX,1314233-DCA,Business,02/28/2019
14926,11590,WESTBURY,1021616-DCA,Individual,02/28/2019
14927,11209,BROOKLYN,2030254-2-DCA,Business,12/31/2018
14928,10036,NEW YORK,1464834-DCA,Business,12/31/2018
14929,11236,BROOKLYN,1192493-DCA,Business,12/31/2017
14930,10457,BRONX,2058193-2-DCA,Business,12/31/2018
14931,11357,WHITESTONE,2010133-DCA,Business,07/31/2019
14932,11435,BRIARWOOD,0991830-DCA,Individual,09/30/2018
14933,11214,BROOKLYN,1332090-DCA,Individual,02/28/2019
14934,10036,NEW YORK,0838663-DCA,Business,07/31/2019
14935,11372,JACKSON HEIGHTS,2045987-DCA,Business,06/30/2018
14936,10455,BRONX,1386256-DCA,Business,12/31/2018
14937,10038,NEW YORK,1360626-DCA,Individual,02/28/2019
14938,11416,OZONE PARK,2023386-DCA,Individual,02/28/2019
14939,11725,COMMACK,1277863-DCA,Individual,02/28/2019
14940,10016,NEW YORK,2032303-DCA,Business,12/31/2017
14941,11214,BROOKLYN,1075730-DCA,Business,02/28/2019
14942,11372,JACKSON HTS,1333886-DCA,Business,12/31/2018
14943,11220,BROOKLYN,2034341-DCA,Business,06/30/2018
14944,11373,ELMHURST,2026337-DCA,Individual,05/31/2019
14945,11234,BROOKLYN,1238853-DCA,Business,12/31/2017
14946,11377,WOODSIDE,1176143-DCA,Individual,05/31/2019
14947,11226,BROOKLYN,1190264-DCA,Individual,05/31/2019
14948,11422,ROSEDALE,1421817-DCA,Business,04/30/2018
14949,11372,JACKSON HEIGHTS,1282979-DCA,Business,07/31/2019
14950,11801,HICKSVILLE,2052552-DCA,Business,02/28/2019
14951,11209,BROOKLYN,2044962-DCA,Business,02/28/2018
14952,11694,ROCKAWAY PARK,1132964-DCA,Individual,10/31/2018
14953,10301,STATEN ISLAND,0795152-DCA,Individual,02/28/2019
14955,11362,DOUGLASTON,0949646-DCA,Individual,02/28/2019
14956,11793,WANTAGH,0848559-DCA,Individual,10/31/2018
14957,11729,DEER PARK,1310235-DCA,Business,02/28/2018
14958,10128,NEW YORK,1192245-DCA,Business,03/31/2019
14959,11372,JACKSON HEIGHTS,2047055-DCA,Business,03/31/2018
14960,10019,NEW YORK,1072413-DCA,Business,12/31/2017
14961,10309,STATEN ISLAND,1312757-DCA,Individual,02/28/2019
14963,11236,BROOKLYN,2059280-DCA,Individual,02/28/2019
14964,11693,ROCKAWAY BEACH,2058417-DCA,Business,12/31/2018
14965,11236,BROOKLYN,2060132-DCA,Business,12/31/2019
14966,11377,WOODSIDE,2057047-DCA,Individual,07/31/2018
14967,11414,HOWARD BEACH,1309725-DCA,Individual,02/28/2018
14968,10009,NEW YORK,1373682-DCA,Business,12/31/2017
14970,11242,BROOKLYN,2037734-DCA,Business,06/30/2018
14971,10306,STATEN ISLAND,1247492-DCA,Business,02/28/2019
14972,11212,BROOKLYN,1386493-DCA,Business,12/31/2018
14973,11355,FLUSHING,2053872-DCA,Business,02/28/2019
14974,11432,JAMAICA,1280591-DCA,Business,02/28/2019
14976,11419,SOUTH RICHMOND HILL,2026427-DCA,Business,02/28/2019
14977,10950,MONROE,1470956-DCA,Individual,02/28/2019
14978,10001,NEW YORK,1363503-DCA,Individual,02/28/2019
14979,11434,JAMAICA,2040010-DCA,Individual,07/31/2018
14980,10455,BRONX,2033592-DCA,Business,04/30/2018
14981,11214,BROOKLYN,1453541-DCA,Business,12/31/2017
14982,11368,CORONA,2029563-2-DCA,Business,12/31/2018
14983,11225,BROOKLYN,1468811-DCA,Individual,02/28/2019
14984,10468,BRONX,2026659-2-DCA,Business,12/31/2018
14986,10002,NEW YORK,2026834-DCA,Business,02/28/2019
14987,10002,NEW YORK,1437566-DCA,Business,03/31/2018
14989,10304,STATEN ISLAND,1418011-DCA,Business,12/31/2017
14990,11204,BROOKLYN,1253972-DCA,Individual,02/28/2019
14991,10026,NEW YORK,1322780-DCA,Individual,09/30/2018
14992,10704,YONKERS,2038725-DCA,Individual,02/28/2019
14993,11021,GREAT NECK,1002363-DCA,Individual,02/28/2019
14994,10033,NEW YORK,0969516-DCA,Business,03/15/2019
14995,10467,BRONX,0959528-DCA,Business,02/28/2019
14996,11377,WOODSIDE,2008958-DCA,Individual,02/28/2019
14997,11423,HOLLIS,2032365-DCA,Business,12/31/2017
14998,10024,NEW YORK,2046144-DCA,Individual,02/28/2019
14999,11355,FLUSHING,2034734-DCA,Business,02/28/2019
15000,11379,MIDDLE VILLAGE,1143245-DCA,Business,03/31/2018
15001,10307,STATEN ISLAND,2022839-DCA,Business,02/28/2019
15002,10594,THORNWOOD,1204838-DCA,Individual,02/28/2019
15003,11435,JAMAICA,2004308-DCA,Business,02/28/2019
15004,11419,SOUTH RICHMOND HILL,2047069-DCA,Business,12/31/2018
15006,10583,SCARSDALE,1382215-DCA,Individual,02/28/2019
15007,11422,ROSEDALE,1092067-DCA,Individual,09/30/2018
15009,10034,NEW YORK,1129542-DCA,Business,12/31/2018
15010,10003,NEW YORK,1216386-DCA,Business,12/31/2017
15011,11419,SOUTH RICHMOND HILL,2000095-DCA,Business,02/28/2019
15012,10468,BRONX,2041388-DCA,Individual,07/31/2018
15013,11223,BROOKLYN,1026858-DCA,Business,07/31/2019
15014,11354,FLUSHING,2037991-DCA,Individual,02/28/2019
15015,10018,NEW YORK,2014227-1-DCA,Business,12/31/2017
15017,11366,FRESH MEADOWS,2033099-DCA,Business,07/31/2019
15018,10306,STATEN ISLAND,2034788-DCA,Business,03/15/2018
15019,10472,BRONX,1272012-DCA,Business,12/31/2018
15020,11106,ASTORIA,2056499-2-DCA,Business,12/31/2018
15021,11369,EAST ELMHURST,0831527-DCA,Business,02/28/2019
15022,11417,OZONE PARK,1068511-DCA,Individual,02/28/2019
15023,11207,BROOKLYN,1370681-DCA,Business,04/30/2018
15024,10304,STATEN ISLAND,1344184-DCA,Business,12/31/2017
15025,11360,BAYSIDE,0888509-DCA,Business,02/28/2019
15026,11363,LITTLE NECK,1214441-DCA,Individual,02/28/2019
15027,10462,BRONX,2051979-DCA,Individual,02/28/2019
15028,11214,BROOKLYN,2053983-DCA,Business,02/28/2019
15029,11801,HICKSVILLE,1246877-DCA,Individual,02/28/2019
15030,10310,STATEN ISLAND,2050813-DCA,Business,07/31/2019
15031,10001,NEW YORK,2025135-2-DCA,Business,12/31/2018
15032,11416,OZONE PARK,2044562-DCA,Individual,10/31/2018
15033,11372,JACKSON HEIGHTS,2056415-2-DCA,Business,12/31/2018
15034,10459,BRONX,2058553-2-DCA,Business,12/31/2018
15035,11232,BROOKLYN,2041891-DCA,Business,09/30/2018
15037,11361,BAYSIDE,0826822-DCA,Individual,05/31/2019
15038,11203,BROOKLYN,1428271-DCA,Business,12/31/2017
15039,11385,RIDGEWOOD,0998801-DCA,Individual,05/31/2019
15040,10302,STATEN ISLAND,2060461-DCA,Business,12/31/2019
15043,11417,OZONE PARK,1334156-DCA,Individual,02/28/2019
15044,10003,NEW YORK,2042889-DCA,Business,09/15/2018
15045,11001,FLORAL PARK,1468285-DCA,Business,02/28/2019
15046,11215,BROOKLYN,2004750-DCA,Individual,02/28/2019
15047,11435,JAMAICA,2015642-DCA,Individual,02/28/2019
15048,10002,NEW YORK,2060261-DCA,Business,12/31/2019
15049,10027,NEW YORK,2031577-DCA,Business,02/28/2019
15050,10469,BRONX,2043910-DCA,Business,02/28/2019
15051,10454,BRONX,1411312-DCA,Individual,09/30/2018
15052,11364,OAKLAND GARDENS,1022782-DCA,Individual,05/31/2019
15053,10456,BRONX,2055474-2-DCA,Business,12/31/2018
15054,10451,BRONX,2056854-DCA,Business,06/30/2018
15055,11232,BROOKLYN,1423261-DCA,Business,02/28/2019
15056,10467,BRONX,2041214-DCA,Individual,07/31/2018
15057,10469,BRONX,2011812-1-DCA,Business,12/31/2017
15058,11706,BAY SHORE,2053011-DCA,Individual,02/28/2019
15059,11373,ELMHURST,1443903-DCA,Business,07/31/2019
15060,10016,NEW YORK,0869039-DCA,Individual,02/28/2019
15061,11218,BROOKLYN,1313428-DCA,Individual,02/28/2019
15062,10463,BRONX,1238175-DCA,Individual,02/28/2019
15063,10035,NEW YORK,2043202-DCA,Individual,10/31/2018
15064,11106,ASTORIA,2006750-DCA,Business,03/31/2018
15065,10310,STATEN ISLAND,1332395-DCA,Business,02/28/2019
15066,11234,BROOKLYN,1374649-DCA,Individual,02/28/2019
15067,11368,CORONA,2034480-1-DCA,Business,12/31/2017
15069,11222,BROOKLYN,1245163-DCA,Business,02/28/2019
15070,11225,BROOKLYN,2021637-2-DCA,Business,12/31/2018
15071,10007,NEW YORK,1370251-DCA,Business,12/31/2017
15072,11220,BROOKLYN,1455641-DCA,Business,06/30/2018
15073,10007,NEW YORK,2010398-1-DCA,Business,12/31/2017
15074,11237,BROOKLYN,0996459-DCA,Individual,05/31/2019
15075,11235,BROOKLYN,2032315-DCA,Individual,05/31/2019
15076,10032,NEW YORK,2058010-DCA,Individual,07/31/2018
15077,11224,BROOKLYN,1468650-DCA,Business,03/15/2018
15078,11238,BROOKLYN,1034675-DCA,Business,12/31/2017
15079,10027,NEW YORK,2007241-DCA,Business,02/28/2019
15080,11768,NORTHPORT,1384736-DCA,Business,02/28/2019
15081,11433,JAMAICA,1311322-DCA,Business,02/28/2019
15082,11218,BROOKLYN,2014875-DCA,Business,02/28/2019
15083,11238,BROOKLYN,0978085-DCA,Business,07/31/2019
15084,10306,STATEN ISLAND,1032933-DCA,Individual,02/28/2019
15086,11375,FOREST HILLS,1262120-DCA,Business,02/28/2019
15087,10002,NEW YORK,2055247-2-DCA,Business,12/31/2018
15088,11377,WOODSIDE,1058660-DCA,Business,07/31/2019
15089,10306,STATEN ISLAND,1007327-DCA,Business,02/28/2019
15090,11223,BROOKLYN,2060505-DCA,Business,12/31/2019
15091,11434,JAMAICA,1231079-DCA,Individual,05/31/2019
15092,11385,GLENDALE,1436668-DCA,Individual,02/28/2019
15093,10453,BRONX,2047734-DCA,Business,12/31/2018
15094,11220,BROOKLYN,1320911-DCA,Business,03/31/2018
15095,10003,NEW YORK,2006075-DCA,Business,04/15/2018
15096,11354,FLUSHING,1436076-DCA,Business,03/15/2019
15097,10036,NEW YORK,0906909-DCA,Business,12/31/2017
15098,10305,STATEN ISLAND,1466091-DCA,Business,02/28/2019
15099,11420,S OZONE PARK,0864917-DCA,Individual,02/28/2019
15100,10007,NEW YORK,0427285-DCA,Business,03/31/2019
15102,11209,BROOKLYN,2003852-DCA,Business,06/30/2018
15103,11804,OLD BETHPAGE,2003816-DCA,Individual,05/31/2019
15104,10021,NEW YORK,2018692-DCA,Business,04/30/2018
15105,10705,YONKERS,2017646-DCA,Business,02/28/2019
15106,10314,STATEN ISLAND,1277158-DCA,Individual,02/28/2019
15107,11501,MINEOLA,0673648-DCA,Business,02/28/2019
15108,10473,BRONX,2046045-DCA,Business,03/31/2018
15109,11372,JACKSON HEIGHTS,2005771-DCA,Business,12/31/2018
15110,11368,CORONA,1042834-DCA,Business,12/31/2018
15111,11216,BROOKLYN,2056979-2-DCA,Business,12/31/2018
15112,10002,NEW YORK,1127379-DCA,Individual,09/30/2018
15113,10314,STATEN ISLAND,2050089-DCA,Individual,10/31/2018
15114,11374,REGO PARK,2021690-DCA,Individual,09/30/2018
15115,10011,NEW YORK,2000083-DCA,Business,02/28/2019
15116,11218,BROOKLYN,2055751-2-DCA,Business,12/31/2018
15117,11416,OZONE PARK,1232157-DCA,Business,02/28/2019
15118,11207,BROOKLYN,1250582-DCA,Business,12/31/2017
15119,10010,NEW YORK,0924899-DCA,Individual,06/15/2018
15120,11501,MINEOLA,0819320-DCA,Business,02/28/2019
15121,11385,RIDGEWOOD,1458761-DCA,Business,12/31/2018
15122,10312,STATEN ISLAND,0797869-DCA,Individual,02/28/2019
15123,11203,BROOKLYN,1266307-DCA,Individual,09/30/2018
15124,10463,BRONX,2059766-DCA,Business,02/28/2019
15125,10463,BRONX,2046979-DCA,Individual,04/30/2018
15126,11238,BROOKLYN,2014489-DCA,Business,02/28/2019
15127,11423,HOLLIS,1451812-DCA,Individual,02/28/2019
15128,10007,NEW YORK,0902666-DCA,Business,06/30/2018
15129,11235,BROOKLYN,0908985-DCA,Business,12/31/2018
15130,10123,NEW YORK,1365915-DCA,Business,07/31/2019
15131,10454,BRONX,2000613-DCA,Business,12/31/2018
15132,10704,YONKERS,1229237-DCA,Business,02/28/2019
15133,10704,YONKERS,2003720-DCA,Individual,02/28/2019
15134,10036,NEW YORK,0446950-DCA,Business,07/31/2019
15135,10034,NEW YORK,2015530-DCA,Individual,02/28/2019
15136,10014,NEW YORK,1410917-DCA,Individual,05/31/2019
15137,11420,S OZONE PARK,1231848-DCA,Individual,02/28/2019
15139,11368,CORONA,1116237-DCA,Business,02/28/2019
15141,10016,NEW YORK,2022186-DCA,Business,02/28/2018
15142,10475,BRONX,1187918-DCA,Business,07/31/2019
15143,11355,FLUSHING,1351621-DCA,Business,02/28/2019
15144,11385,RIDGEWOOD,2032266-2-DCA,Business,12/31/2018
15145,11385,RIDGEWOOD,2043064-1-DCA,Business,12/31/2017
15147,10459,BRONX,1446178-DCA,Individual,09/30/2018
15148,10454,BRONX,2055209-DCA,Business,03/31/2018
15149,11385,RIDGEWOOD,2026334-DCA,Business,07/31/2019
15150,11211,BROOKLYN,2051725-DCA,Business,04/30/2018
15151,11378,MASPETH,2033550-DCA,Business,02/28/2019
15152,11210,BROOKLYN,1182301-DCA,Individual,02/28/2019
15153,10005,NEW YORK,1467936-DCA,Individual,02/28/2019
15154,11377,WOODSIDE,2005543-DCA,Business,02/28/2019
15155,10463,BRONX,2005513-DCA,Individual,02/28/2019
15158,11207,BROOKLYN,2043203-1-DCA,Business,12/31/2017
15159,11214,BROOKLYN,1248047-DCA,Business,07/31/2019
15160,11801,HICKSVILLE,1168849-DCA,Business,02/28/2019
15161,11040,NEW HYDE PARK,1386277-DCA,Business,03/15/2018
15162,11235,BROOKLYN,2058780-DCA,Individual,04/30/2018
15163,11203,BROOKLYN,0919764-DCA,Business,04/30/2018
15164,11207,BROOKLYN,0799170-DCA,Individual,09/30/2018
15165,11435,JAMAICA,1428592-DCA,Business,02/28/2019
15167,10065,NEW YORK,1312446-DCA,Business,03/31/2019
15168,11357,WHITESTONE,2001355-DCA,Individual,02/28/2019
15169,10460,BRONX,2027654-2-DCA,Business,12/31/2018
15170,10705,YONKERS,1216823-DCA,Business,02/28/2019
15171,10007,NEW YORK,1341729-DCA,Business,12/31/2018
15172,11216,BROOKLYN,1221510-DCA,Business,12/31/2018
15173,11432,JAMAICA,1375694-DCA,Individual,02/28/2019
15174,10925,GREENWOOD LAKE,1166973-DCA,Business,02/28/2019
15175,11413,LAURELTON,2055321-DCA,Individual,02/28/2019
15176,10013,NEW YORK,1356381-DCA,Business,12/31/2018
15177,10523,ELMSFORD,2006877-DCA,Business,03/15/2019
