,population,zipcode,geo_id
1573221,14096,10307,8600000US10307
1573522,1472,10964,8600000US10964
1576238,0,10172,8600000US10172
1576809,183,12450,8600000US12450
1579794,1206,13338,8600000US13338
1579857,22854,13208,8600000US13208
1580233,18414,10805,8600000US10805
1580456,1428,12941,8600000US12941
1582649,5042,13830,8600000US13830
1584654,1868,13625,8600000US13625
1584879,3825,12443,8600000US12443
1585435,4778,12992,8600000US12992
1585559,16395,12206,8600000US12206
1585964,665,12786,8600000US12786
1586450,2908,12788,8600000US12788
1586933,405,12172,8600000US12172
1588360,10121,12209,8600000US12209
1589707,1239,12997,8600000US12997
1590157,14730,14613,8600000US14613
1590425,1223,12967,8600000US12967
1591643,3095,14081,8600000US14081
1591761,2281,13697,8600000US13697
1591980,154,12195,8600000US12195
1592123,2460,13332,8600000US13332
1592173,764,12494,8600000US12494
1592244,49896,11237,8600000US11237
1592834,22455,13820,8600000US13820
1593587,4042,12758,8600000US12758
1595378,554,13740,8600000US13740
1596039,37546,11358,8600000US11358
1596729,85,14112,8600000US14112
1597701,269,12886,8600000US12886
1597915,2958,14098,8600000US14098
1599785,4136,14883,8600000US14883
1602265,1343,11930,8600000US11930
1602530,746,14748,8600000US14748
1604003,3881,13602,8600000US13602
1604765,12366,11576,8600000US11576
1606586,14146,10804,8600000US10804
1607248,11593,11968,8600000US11968
1607338,775,12503,8600000US12503
1607394,555,10535,8600000US10535
1607972,3800,13748,8600000US13748
1609103,897,13681,8600000US13681
1609166,473,10933,8600000US10933
1609823,2963,14770,8600000US14770
1610224,5124,12123,8600000US12123
1610338,1410,12070,8600000US12070
1610922,4175,10928,8600000US10928
1612089,23570,10566,8600000US10566
1613135,15598,12524,8600000US12524
1614245,10717,14425,8600000US14425
1615524,814,12153,8600000US12153
1615676,282,13636,8600000US13636
1616124,885,12765,8600000US12765
1617459,19201,13205,8600000US13205
1618929,9760,13603,8600000US13603
1619455,1084,11960,8600000US11960
1620851,7851,12033,8600000US12033
1621903,17,11556,8600000US11556
