zipcode,type,count
10002,Middle Eastern,1
10002,Other,1
10002,Peruvian,1
10002,Pizza,1
10002,Pizza/Italian,1
10002,Sandwiches,1
10002,Sandwiches/Salads/Mixed Buffet,1
10002,Seafood,1
10002,Soups,1
10002,Spanish,1
10002,Steak,1
10002,Tapas,1
10002,Tex-Mex,1
10002,Thai,1
10002,Vegetarian,1
10002,Vietnamese/Cambodian/Malaysia,1
10003,Afghan,1
10003,American,1
10003,Armenian,1
10003,Asian,1
10003,Australian,1
10003,Bagels/Pretzels,1
10003,Bakery,1
10003,Bangladeshi,1
10003,Barbecue,1
10003,"Bottled beverages, including water, sodas, juices, etc.",1
10003,Caf̩/Coffee/Tea,1
10003,Chicken,1
10003,Chinese,1
10003,Chinese/Cuban,1
10003,Chinese/Japanese,1
10003,Delicatessen,1
10003,Donuts,1
10003,Eastern European,1
10003,Ethiopian,1
10003,Filipino,1
10003,French,1
10003,Greek,1
10003,Hamburgers,1
10003,Hawaiian,1
10003,Hotdogs,1
10003,Hotdogs/Pretzels,1
10003,"Ice Cream, Gelato, Yogurt, Ices",1
10003,Indian,1
10003,Indonesian,1
10003,Iranian,1
10003,Irish,1
10003,Italian,1
10003,Japanese,1
10003,Jewish/Kosher,1
10003,"Juice, Smoothies, Fruit Salads",1
10003,Korean,1
10003,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10003,Mediterranean,1
10003,Mexican,1
10003,Middle Eastern,1
10003,Moroccan,1
10003,Other,1
10003,Peruvian,1
10003,Pizza,1
10003,Pizza/Italian,1
10003,Polish,1
10003,Russian,1
10003,Salads,1
10003,Sandwiches,1
10003,Sandwiches/Salads/Mixed Buffet,1
10003,Seafood,1
10003,Soups & Sandwiches,1
10003,Spanish,1
10003,Steak,1
10003,Tapas,1
10003,Tex-Mex,1
10003,Thai,1
10003,Vegetarian,1
10003,Vietnamese/Cambodian/Malaysia,1
10004,American,1
10004,Asian,1
10004,Bagels/Pretzels,1
10004,Bakery,1
10004,Caf̩/Coffee/Tea,1
10004,Chinese,1
10004,Continental,1
10004,Delicatessen,1
10004,Donuts,1
10004,French,1
10004,German,1
10004,Hamburgers,1
10004,Hawaiian,1
10004,Hotdogs/Pretzels,1
10004,"Ice Cream, Gelato, Yogurt, Ices",1
10004,Indian,1
10004,Irish,1
10004,Italian,1
10004,Japanese,1
10004,Jewish/Kosher,1
10004,"Juice, Smoothies, Fruit Salads",1
10004,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10004,Mediterranean,1
10004,Mexican,1
10004,Pizza,1
10004,Pizza/Italian,1
10004,Salads,1
10004,Sandwiches,1
10004,Sandwiches/Salads/Mixed Buffet,1
10004,Scandinavian,1
10004,Seafood,1
10004,Soups & Sandwiches,1
10004,Steak,1
10004,Thai,1
10005,American,1
10005,Armenian,1
10005,Caf̩/Coffee/Tea,1
10005,Chinese,1
10005,Chinese/Japanese,1
10005,Delicatessen,1
10005,Donuts,1
10005,English,1
10005,French,1
10005,Greek,1
10005,Hawaiian,1
10005,Indian,1
10005,Irish,1
10005,Italian,1
10005,Japanese,1
10005,Jewish/Kosher,1
10005,"Juice, Smoothies, Fruit Salads",1
10005,Mexican,1
10005,Other,1
10005,Pizza,1
10005,Salads,1
10005,Sandwiches/Salads/Mixed Buffet,1
10005,Soups & Sandwiches,1
10005,Vietnamese/Cambodian/Malaysia,1
10006,American,1
10006,Asian,1
10006,Caf̩/Coffee/Tea,1
10006,Chicken,1
10006,Chinese,1
10006,Donuts,1
10006,Eastern European,1
10006,Greek,1
10006,Hamburgers,1
10006,Indian,1
10006,Irish,1
10006,Jewish/Kosher,1
10006,Mexican,1
10006,Other,1
10006,Pizza,1
10006,Sandwiches,1
10006,Sandwiches/Salads/Mixed Buffet,1
10006,Steak,1
10007,American,1
10007,Asian,1
10007,Bagels/Pretzels,1
10007,Bakery,1
10007,Bangladeshi,1
10007,Caf̩/Coffee/Tea,1
10007,Chicken,1
10007,Chinese,1
10007,Delicatessen,1
10007,Donuts,1
10007,French,1
10007,"Ice Cream, Gelato, Yogurt, Ices",1
10007,Indian,1
10007,Irish,1
10007,Italian,1
10007,Japanese,1
10007,"Juice, Smoothies, Fruit Salads",1
10007,Korean,1
10007,Mediterranean,1
10007,Mexican,1
10007,Middle Eastern,1
10007,Other,1
10007,Pizza,1
10007,Pizza/Italian,1
10007,Sandwiches,1
10007,Sandwiches/Salads/Mixed Buffet,1
10007,Soups & Sandwiches,1
10007,Spanish,1
10007,Steak,1
10007,Tex-Mex,1
10007,Vegetarian,1
10009,American,1
10009,Asian,1
10009,Australian,1
10009,Bagels/Pretzels,1
10009,Bakery,1
10009,"Bottled beverages, including water, sodas, juices, etc.",1
10009,Brazilian,1
10009,Caf̩/Coffee/Tea,1
10009,Caribbean,1
10009,Chicken,1
10009,Chinese,1
10009,Continental,1
10009,Delicatessen,1
10009,Donuts,1
10009,Eastern European,1
10009,Ethiopian,1
10009,French,1
10009,German,1
10009,Greek,1
10009,Hamburgers,1
10009,"Ice Cream, Gelato, Yogurt, Ices",1
10009,Indian,1
10009,Irish,1
10009,Italian,1
10009,Japanese,1
10009,"Juice, Smoothies, Fruit Salads",1
10009,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10009,Mediterranean,1
10009,Mexican,1
10009,Middle Eastern,1
10009,Moroccan,1
10009,Other,1
10009,Pizza,1
10009,Pizza/Italian,1
10009,Portuguese,1
10009,Russian,1
10009,Sandwiches,1
10009,Sandwiches/Salads/Mixed Buffet,1
10009,Seafood,1
10009,Soul Food,1
10009,Spanish,1
10009,Tapas,1
10009,Tex-Mex,1
10009,Thai,1
10009,Vegetarian,1
10009,Vietnamese/Cambodian/Malaysia,1
10010,American,1
10010,Asian,1
10010,Bagels/Pretzels,1
10010,Bakery,1
10010,Barbecue,1
10010,Caf̩/Coffee/Tea,1
10010,Chicken,1
10010,Chinese,1
10010,Continental,1
10010,Delicatessen,1
10010,Donuts,1
10010,Eastern European,1
10010,Filipino,1
10010,French,1
10010,German,1
10010,Greek,1
10010,Hamburgers,1
10010,Hawaiian,1
10010,"Ice Cream, Gelato, Yogurt, Ices",1
10010,Indian,1
10010,Irish,1
10010,Italian,1
10010,Japanese,1
10010,"Juice, Smoothies, Fruit Salads",1
10010,Korean,1
10010,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10010,Mediterranean,1
10010,Mexican,1
10010,Middle Eastern,1
10010,Not Listed/Not Applicable,1
10010,Other,1
10010,Peruvian,1
10010,Pizza,1
10010,Pizza/Italian,1
10010,Polish,1
10010,Salads,1
10010,Sandwiches,1
10010,Sandwiches/Salads/Mixed Buffet,1
10010,Seafood,1
10010,Soups & Sandwiches,1
10010,Steak,1
10010,Tapas,1
10010,Tex-Mex,1
10010,Thai,1
10010,Vegetarian,1
10010,Vietnamese/Cambodian/Malaysia,1
10011,American,1
10011,Armenian,1
10011,Asian,1
10011,Australian,1
10011,Bagels/Pretzels,1
10011,Bakery,1
10011,Barbecue,1
10011,"Bottled beverages, including water, sodas, juices, etc.",1
10011,Caf̩/Coffee/Tea,1
10011,Caribbean,1
10011,Chicken,1
10011,Chilean,1
10011,Chinese,1
10011,Chinese/Cuban,1
10011,Donuts,1
10011,Eastern European,1
10011,English,1
10011,Filipino,1
10011,French,1
10011,German,1
10011,Greek,1
10011,Hamburgers,1
10011,Hawaiian,1
10011,"Ice Cream, Gelato, Yogurt, Ices",1
10011,Indian,1
10011,Irish,1
10011,Italian,1
10011,Japanese,1
10011,"Juice, Smoothies, Fruit Salads",1
10011,Korean,1
10011,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10011,Mediterranean,1
10011,Mexican,1
10011,Middle Eastern,1
10011,Nuts/Confectionary,1
10011,Pizza,1
10011,Pizza/Italian,1
10011,Portuguese,1
10011,Salads,1
10011,Sandwiches,1
10011,Sandwiches/Salads/Mixed Buffet,1
10011,Seafood,1
10011,Soups & Sandwiches,1
10011,Spanish,1
10011,Tex-Mex,1
10011,Thai,1
10011,Turkish,1
10011,Vegetarian,1
10011,Vietnamese/Cambodian/Malaysia,1
10012,American,1
10012,Asian,1
10012,Australian,1
10012,Bakery,1
10012,Bangladeshi,1
10012,"Bottled beverages, including water, sodas, juices, etc.",1
10012,Brazilian,1
10012,Caf̩/Coffee/Tea,1
10012,Californian,1
10012,Caribbean,1
10012,Chinese,1
10012,Delicatessen,1
10012,Donuts,1
10012,Eastern European,1
10012,Ethiopian,1
10012,French,1
10012,Hamburgers,1
10012,Hawaiian,1
10012,"Ice Cream, Gelato, Yogurt, Ices",1
10012,Indian,1
10012,Indonesian,1
10012,Irish,1
10012,Italian,1
10012,Japanese,1
10012,Jewish/Kosher,1
10012,"Juice, Smoothies, Fruit Salads",1
10012,Korean,1
10012,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10012,Mediterranean,1
10012,Mexican,1
10012,Middle Eastern,1
10012,Moroccan,1
10012,Nuts/Confectionary,1
10012,Other,1
10012,Pizza,1
10012,Pizza/Italian,1
10012,Salads,1
10012,Sandwiches,1
10012,Sandwiches/Salads/Mixed Buffet,1
10012,Seafood,1
10012,Spanish,1
10012,Tapas,1
10012,Thai,1
10012,Turkish,1
10012,Vegetarian,1
10012,Vietnamese/Cambodian/Malaysia,1
10013,American,1
10013,Asian,1
10013,Australian,1
10013,Bakery,1
10013,Caf̩/Coffee/Tea,1
10013,Californian,1
10013,Chinese,1
10013,Chinese/Japanese,1
10013,Continental,1
10013,Delicatessen,1
10013,Donuts,1
10013,Eastern European,1
10013,French,1
10013,German,1
10013,Greek,1
10013,Hamburgers,1
10013,Hawaiian,1
10013,"Ice Cream, Gelato, Yogurt, Ices",1
10013,Indian,1
10013,Indonesian,1
10013,Italian,1
10013,Japanese,1
10013,"Juice, Smoothies, Fruit Salads",1
10013,Korean,1
10013,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10013,Mediterranean,1
10013,Mexican,1
10013,Middle Eastern,1
10013,Other,1
10013,Pizza,1
10013,Pizza/Italian,1
10013,Salads,1
10013,Sandwiches,1
10013,Sandwiches/Salads/Mixed Buffet,1
10013,Seafood,1
10013,Soups & Sandwiches,1
10013,Steak,1
10013,Tapas,1
10013,Thai,1
10013,Turkish,1
10013,Vegetarian,1
10013,Vietnamese/Cambodian/Malaysia,1
10014,American,1
10014,Armenian,1
10014,Asian,1
10014,Australian,1
10014,Bagels/Pretzels,1
10014,Bakery,1
10014,"Bottled beverages, including water, sodas, juices, etc.",1
10014,Brazilian,1
10014,Caf̩/Coffee/Tea,1
10014,Californian,1
10014,Chinese,1
10014,Continental,1
10014,Delicatessen,1
10014,Donuts,1
10014,Egyptian,1
10014,English,1
10014,Ethiopian,1
10014,Filipino,1
10014,French,1
10014,German,1
10014,Greek,1
10014,Hamburgers,1
10014,Hawaiian,1
10014,Hotdogs,1
10014,"Ice Cream, Gelato, Yogurt, Ices",1
10014,Indian,1
10014,Irish,1
10014,Italian,1
10014,Japanese,1
10014,"Juice, Smoothies, Fruit Salads",1
10014,Korean,1
10014,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10014,Mediterranean,1
10014,Mexican,1
10014,Middle Eastern,1
10014,Nuts/Confectionary,1
10014,Other,1
10014,Peruvian,1
10014,Pizza,1
10014,Pizza/Italian,1
10014,Russian,1
10014,Salads,1
10014,Sandwiches,1
10014,Seafood,1
10014,Soups & Sandwiches,1
10014,Spanish,1
10014,Tex-Mex,1
10014,Thai,1
10014,Turkish,1
10014,Vegetarian,1
10016,American,1
10016,Armenian,1
10016,Asian,1
10016,Bagels/Pretzels,1
10016,Bakery,1
10016,Bangladeshi,1
10016,Barbecue,1
10016,"Bottled beverages, including water, sodas, juices, etc.",1
10016,Caf̩/Coffee/Tea,1
10016,Chicken,1
10016,Chinese,1
10016,Chinese/Japanese,1
10016,Delicatessen,1
10016,Donuts,1
10016,Eastern European,1
10016,English,1
10016,French,1
10016,Greek,1
10016,Hamburgers,1
10016,Hawaiian,1
10016,"Ice Cream, Gelato, Yogurt, Ices",1
10016,Indian,1
10016,Iranian,1
10016,Irish,1
10016,Italian,1
10016,Japanese,1
10016,Jewish/Kosher,1
10016,"Juice, Smoothies, Fruit Salads",1
10016,Korean,1
10016,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10016,Mediterranean,1
10016,Mexican,1
10016,Middle Eastern,1
10016,Not Listed/Not Applicable,1
10016,Other,1
10016,Peruvian,1
10016,Pizza,1
10016,Pizza/Italian,1
10016,Salads,1
10016,Sandwiches,1
10016,Sandwiches/Salads/Mixed Buffet,1
10016,Scandinavian,1
10016,Seafood,1
10016,Soups & Sandwiches,1
10016,Spanish,1
10016,Steak,1
10016,Tex-Mex,1
10016,Thai,1
10016,Turkish,1
10017,American,1
10017,Asian,1
10017,Bagels/Pretzels,1
10017,Bakery,1
10017,Basque,1
10017,Caf̩/Coffee/Tea,1
10017,Caribbean,1
10017,Chicken,1
10017,Chinese,1
10017,Continental,1
10017,Delicatessen,1
10017,Donuts,1
10017,French,1
10017,German,1
10017,Greek,1
10017,Hamburgers,1
10017,Hotdogs,1
10017,"Ice Cream, Gelato, Yogurt, Ices",1
10017,Indian,1
10017,Irish,1
10017,Italian,1
10017,Japanese,1
10017,Jewish/Kosher,1
10017,"Juice, Smoothies, Fruit Salads",1
10017,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10017,Mediterranean,1
10017,Mexican,1
10017,Other,1
10017,Pizza,1
10017,Pizza/Italian,1
10017,Salads,1
10017,Sandwiches,1
10017,Sandwiches/Salads/Mixed Buffet,1
10017,Seafood,1
10017,Soups & Sandwiches,1
10017,Spanish,1
10017,Steak,1
10017,Thai,1
10017,Turkish,1
10017,Vegetarian,1
10017,Vietnamese/Cambodian/Malaysia,1
10018,American,1
10018,Asian,1
10018,Australian,1
10018,Bakery,1
10018,Bangladeshi,1
10018,Caf̩/Coffee/Tea,1
10018,Chicken,1
10018,Chinese,1
10018,Chinese/Cuban,1
10018,Continental,1
10018,Delicatessen,1
10018,Donuts,1
10018,Filipino,1
10018,French,1
10018,Fruits/Vegetables,1
10018,German,1
10018,Greek,1
10018,Hamburgers,1
10018,Hawaiian,1
10018,Hotdogs,1
10018,Indian,1
10018,Irish,1
10018,Italian,1
10018,Japanese,1
10018,Jewish/Kosher,1
10018,"Juice, Smoothies, Fruit Salads",1
10018,Korean,1
10018,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10018,Mediterranean,1
10018,Mexican,1
10018,Middle Eastern,1
10018,Moroccan,1
10018,Other,1
10018,Pizza,1
10018,Pizza/Italian,1
10018,Salads,1
10018,Sandwiches,1
10018,Sandwiches/Salads/Mixed Buffet,1
10018,Seafood,1
10018,Soups & Sandwiches,1
10018,Southwestern,1
10018,Steak,1
10018,Tex-Mex,1
10018,Thai,1
10018,Turkish,1
10018,Vegetarian,1
10018,Vietnamese/Cambodian/Malaysia,1
10019,Afghan,1
10019,African,1
10019,American,1
10019,Armenian,1
10019,Asian,1
10019,Bagels/Pretzels,1
10019,Bakery,1
10019,"Bottled beverages, including water, sodas, juices, etc.",1
10019,Brazilian,1
10019,Caf̩/Coffee/Tea,1
10019,Caribbean,1
10019,Chicken,1
10019,Chinese,1
10019,Chinese/Japanese,1
10019,Continental,1
10019,Delicatessen,1
10019,Donuts,1
10019,English,1
10019,French,1
10019,Greek,1
10019,Hamburgers,1
10019,Hawaiian,1
10019,Hotdogs,1
10019,"Ice Cream, Gelato, Yogurt, Ices",1
10019,Indian,1
10019,Irish,1
10019,Italian,1
10019,Japanese,1
10019,Jewish/Kosher,1
10019,"Juice, Smoothies, Fruit Salads",1
10019,Korean,1
10019,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10019,Mediterranean,1
10019,Mexican,1
10019,Middle Eastern,1
10019,Other,1
10019,Peruvian,1
10019,Pizza,1
10019,Pizza/Italian,1
10019,Russian,1
10019,Salads,1
10019,Sandwiches,1
10019,Sandwiches/Salads/Mixed Buffet,1
10019,Seafood,1
10019,Soul Food,1
10019,Soups,1
10019,Soups & Sandwiches,1
10019,Spanish,1
10019,Steak,1
10019,Tex-Mex,1
10019,Thai,1
10019,Turkish,1
10019,Vegetarian,1
10019,Vietnamese/Cambodian/Malaysia,1
10020,American,1
10020,Bakery,1
10020,Caf̩/Coffee/Tea,1
10020,Continental,1
10020,Delicatessen,1
10020,French,1
10020,"Ice Cream, Gelato, Yogurt, Ices",1
10020,Japanese,1
10020,Jewish/Kosher,1
10020,Mexican,1
10020,Sandwiches,1
10020,Sandwiches/Salads/Mixed Buffet,1
10020,Seafood,1
10020,Steak,1
10021,Afghan,1
10021,American,1
10021,Asian,1
10021,Bagels/Pretzels,1
10021,Barbecue,1
10021,Caf̩/Coffee/Tea,1
10021,Chinese,1
10021,Continental,1
10021,Delicatessen,1
10021,Donuts,1
10021,English,1
10021,French,1
10021,Greek,1
10021,Hamburgers,1
10021,"Ice Cream, Gelato, Yogurt, Ices",1
10021,Indian,1
10021,Irish,1
10021,Italian,1
10021,Japanese,1
10021,Jewish/Kosher,1
10021,"Juice, Smoothies, Fruit Salads",1
10021,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10021,Mediterranean,1
10021,Mexican,1
10021,Other,1
10021,Pizza,1
10021,Pizza/Italian,1
10021,Salads,1
10021,Sandwiches,1
10021,Sandwiches/Salads/Mixed Buffet,1
10021,Steak,1
10021,Thai,1
10021,Turkish,1
10021,Vegetarian,1
10022,American,1
10022,Armenian,1
10022,Asian,1
10022,Australian,1
10022,Bagels/Pretzels,1
10022,Bakery,1
10022,"Bottled beverages, including water, sodas, juices, etc.",1
10022,Caf̩/Coffee/Tea,1
10022,Chinese,1
10022,Chinese/Japanese,1
10022,Continental,1
10022,Delicatessen,1
10022,Donuts,1
10022,French,1
10022,Greek,1
10022,Hamburgers,1
10022,Hawaiian,1
10022,"Ice Cream, Gelato, Yogurt, Ices",1
10022,Indian,1
10022,Irish,1
10022,Italian,1
10022,Japanese,1
10022,Jewish/Kosher,1
10022,"Juice, Smoothies, Fruit Salads",1
10022,Korean,1
10022,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10022,Mediterranean,1
10022,Mexican,1
10022,Middle Eastern,1
10022,Other,1
10022,Pizza,1
10022,Pizza/Italian,1
10022,Salads,1
10022,Sandwiches,1
10022,Sandwiches/Salads/Mixed Buffet,1
10022,Scandinavian,1
10022,Seafood,1
10022,Soups & Sandwiches,1
10022,Spanish,1
10022,Steak,1
10022,Tex-Mex,1
10022,Thai,1
10022,Turkish,1
10022,Vietnamese/Cambodian/Malaysia,1
10023,American,1
10023,Asian,1
10023,Bagels/Pretzels,1
10023,Bakery,1
10023,Caf̩/Coffee/Tea,1
10023,Chinese,1
10023,Chinese/Cuban,1
10023,Chinese/Japanese,1
10023,Donuts,1
10023,French,1
10023,Hamburgers,1
10023,Hotdogs,1
10023,"Ice Cream, Gelato, Yogurt, Ices",1
10023,Indian,1
10023,Irish,1
10023,Italian,1
10023,Japanese,1
10023,Jewish/Kosher,1
10023,"Juice, Smoothies, Fruit Salads",1
10023,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10023,Mediterranean,1
10023,Mexican,1
10023,Middle Eastern,1
10023,Other,1
10023,Pizza,1
10023,Pizza/Italian,1
10023,Salads,1
10023,Sandwiches,1
10023,Sandwiches/Salads/Mixed Buffet,1
10023,Seafood,1
10023,Spanish,1
10023,Steak,1
10023,Tapas,1
10023,Turkish,1
10023,Vegetarian,1
10024,American,1
10024,Armenian,1
10024,Asian,1
10024,Australian,1
10024,Bagels/Pretzels,1
10024,Bakery,1
10024,Caf̩/Coffee/Tea,1
10024,Chicken,1
10024,Chinese,1
10024,Chinese/Cuban,1
10024,Chinese/Japanese,1
10024,Delicatessen,1
10024,Donuts,1
10024,French,1
10024,Greek,1
10024,Hamburgers,1
10024,"Ice Cream, Gelato, Yogurt, Ices",1
10024,Indian,1
10024,Irish,1
10024,Italian,1
10024,Japanese,1
10024,Jewish/Kosher,1
10024,"Juice, Smoothies, Fruit Salads",1
10024,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10024,Mediterranean,1
10024,Mexican,1
10024,Other,1
10024,Pizza,1
10024,Pizza/Italian,1
10024,Salads,1
10024,Sandwiches,1
10024,Sandwiches/Salads/Mixed Buffet,1
10024,Seafood,1
10024,Soups & Sandwiches,1
10024,Tapas,1
10024,Tex-Mex,1
10024,Thai,1
10024,Vegetarian,1
10025,American,1
10025,Armenian,1
10025,Asian,1
10025,Bagels/Pretzels,1
10025,Bakery,1
10025,"Bottled beverages, including water, sodas, juices, etc.",1
10025,Caf̩/Coffee/Tea,1
10025,Caribbean,1
10025,Chicken,1
10025,Chinese,1
10025,Chinese/Cuban,1
10025,Delicatessen,1
10025,Donuts,1
10025,Eastern European,1
10025,Ethiopian,1
10025,French,1
10025,Greek,1
10025,Hamburgers,1
10025,"Ice Cream, Gelato, Yogurt, Ices",1
10025,Indian,1
10025,Irish,1
10025,Italian,1
10025,Japanese,1
10025,Jewish/Kosher,1
10025,"Juice, Smoothies, Fruit Salads",1
10025,Korean,1
10025,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10025,Mediterranean,1
10025,Mexican,1
10025,Middle Eastern,1
10025,Other,1
10025,Pakistani,1
10025,Peruvian,1
10025,Pizza,1
10025,Pizza/Italian,1
10025,Salads,1
10025,Sandwiches,1
10025,Sandwiches/Salads/Mixed Buffet,1
10025,Soul Food,1
10025,Soups & Sandwiches,1
10025,Spanish,1
10025,Steak,1
10025,Tex-Mex,1
10025,Thai,1
10025,Turkish,1
10025,Vegetarian,1
10025,Vietnamese/Cambodian/Malaysia,1
10026,African,1
10026,American,1
10026,Bagels/Pretzels,1
10026,Bakery,1
10026,Caf̩/Coffee/Tea,1
10026,Caribbean,1
10026,Chicken,1
10026,Chinese,1
10026,Donuts,1
10026,Ethiopian,1
10026,French,1
10026,Fruits/Vegetables,1
10026,Hamburgers,1
10026,"Ice Cream, Gelato, Yogurt, Ices",1
10026,Indian,1
10026,Italian,1
10026,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10026,Mediterranean,1
10026,Mexican,1
10026,Middle Eastern,1
10026,Pizza,1
10026,Sandwiches,1
10026,Sandwiches/Salads/Mixed Buffet,1
10026,Seafood,1
10026,Soul Food,1
10026,Spanish,1
10026,Thai,1
10026,Vegetarian,1
10027,African,1
10027,American,1
10027,Asian,1
10027,Bakery,1
10027,Barbecue,1
10027,Caf̩/Coffee/Tea,1
10027,Caribbean,1
10027,Chicken,1
10027,Chinese,1
10027,Delicatessen,1
10027,Donuts,1
10027,Egyptian,1
10027,Ethiopian,1
10027,French,1
10027,German,1
10027,Hamburgers,1
10027,"Ice Cream, Gelato, Yogurt, Ices",1
10027,Indian,1
10027,Italian,1
10027,Japanese,1
10027,"Juice, Smoothies, Fruit Salads",1
10027,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10027,Mediterranean,1
10027,Mexican,1
10027,Middle Eastern,1
10027,Pizza,1
10027,Pizza/Italian,1
10027,Sandwiches,1
10027,Sandwiches/Salads/Mixed Buffet,1
10027,Seafood,1
10027,Soul Food,1
10027,Spanish,1
10027,Steak,1
10027,Tex-Mex,1
10027,Vegetarian,1
10028,American,1
10028,Asian,1
10028,Bagels/Pretzels,1
10028,Bakery,1
10028,"Bottled beverages, including water, sodas, juices, etc.",1
10028,Caf̩/Coffee/Tea,1
10028,Chicken,1
10028,Chinese,1
10028,Chinese/Japanese,1
10028,Continental,1
10028,Delicatessen,1
10028,Donuts,1
10028,Eastern European,1
10028,French,1
10028,German,1
10028,Greek,1
10028,Hamburgers,1
10028,Hotdogs,1
10028,"Ice Cream, Gelato, Yogurt, Ices",1
10028,Indian,1
10028,Irish,1
10028,Italian,1
10028,Japanese,1
10028,Jewish/Kosher,1
10028,"Juice, Smoothies, Fruit Salads",1
10028,Korean,1
10028,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10028,Mediterranean,1
10028,Mexican,1
10028,Pizza,1
10028,Pizza/Italian,1
10028,Salads,1
10028,Sandwiches,1
10028,Seafood,1
10028,Spanish,1
10028,Tex-Mex,1
10028,Thai,1
10028,Turkish,1
10029,African,1
10029,American,1
10029,Armenian,1
10029,Asian,1
10029,Bakery,1
10029,Bangladeshi,1
10029,Caf̩/Coffee/Tea,1
10029,Caribbean,1
10029,Chicken,1
10029,Chinese,1
10029,Chinese/Japanese,1
10029,Delicatessen,1
10029,Donuts,1
10029,French,1
10029,Greek,1
10029,Hamburgers,1
10029,Hawaiian,1
10029,Indian,1
10029,Italian,1
10029,Japanese,1
10029,Jewish/Kosher,1
10029,"Juice, Smoothies, Fruit Salads",1
10029,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10029,Mediterranean,1
10029,Mexican,1
10029,Moroccan,1
10029,Other,1
10029,Pakistani,1
10029,Peruvian,1
10029,Pizza,1
10029,Polynesian,1
10029,Sandwiches,1
10029,Sandwiches/Salads/Mixed Buffet,1
10029,Seafood,1
10029,Spanish,1
10029,Steak,1
10029,Tex-Mex,1
10029,Thai,1
10029,Vegetarian,1
10030,African,1
10030,American,1
10030,Bagels/Pretzels,1
10030,Bakery,1
10030,Caf̩/Coffee/Tea,1
10030,Caribbean,1
10030,Chicken,1
10030,Chinese,1
10030,Donuts,1
10030,Ethiopian,1
10030,French,1
10030,Hamburgers,1
10030,"Juice, Smoothies, Fruit Salads",1
10030,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1
10030,Middle Eastern,1
10030,Pancakes/Waffles,1
10030,Pizza,1
10030,Sandwiches,1
10030,Seafood,1
